level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,topic_distribution
336,164682,147090,1,Snapchat,,"['have', 'problem', 'log', 'snapshot', 'account']",2019-04-10,90149,i am having problem logging into mi snapchat account.,5,i am having problem logging into mi snapshot account,King Daveed,"[0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.05144032921810699, 0.032921810699588466, 0.030864197530864185, 0.030864197530864185, 0.04526748971193416, 0.032921810699588466, 0.039094650205761305, 0.032921810699588466, 0.030864197530864185, 0.037037037037037035, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.04526748971193416, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.032921810699588466, 0.030864197530864185, 0.032921810699588466, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185, 0.030864197530864185]"
337,164684,147092,1,Snapchat,,"['everytime', 'open', 'application', 'application', 'freeze', 'close', 'application', 'super', 'irritating']",2019-04-10,90151,"Everytime I open the app, it freezes and closes by itself. Super irritating!!!",2,everytime i open the application the application freeze and close by the application super irritating,Jennifer Rowell,"[0.03013182674199622, 0.03013182674199622, 0.02824858757062146, 0.03013182674199622, 0.04331450094161959, 0.02824858757062146, 0.030131826741996222, 0.02824858757062146, 0.02824858757062146, 0.047080979284369114, 0.02824858757062146, 0.07909604519774008, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.03013182674199622, 0.02824858757062146, 0.030131826741996222, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.047080979284369114, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.04331450094161958, 0.037664783427495276, 0.041431261770244816]"
338,164685,147093,1,Snapchat,,"['update', 'be', 'not', 'let', 'log', 'back']",2019-04-09,90152,Just updated and now it is not letting me log back in.,1,just updated and now it is not letting me log back in,Dana Monigold,"[0.030303030303030304, 0.03232323232323232, 0.030303030303030304, 0.03232323232323233, 0.030303030303030304, 0.030303030303030304, 0.048484848484848506, 0.040404040404040414, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.04646464646464648, 0.030303030303030304, 0.030303030303030304, 0.030303030303030304, 0.04040404040404041, 0.030303030303030304, 0.03232323232323232, 0.03232323232323232, 0.030303030303030304, 0.03232323232323232, 0.030303030303030304, 0.04646464646464648, 0.036363636363636376, 0.030303030303030304, 0.03232323232323233, 0.030303030303030304, 0.03232323232323232, 0.030303030303030304, 0.030303030303030304]"
339,164690,147098,1,Snapchat,,"['snapshot', 'reason', 'be', 'not', 'well', 'support', 'android', 'phone']",2019-04-10,90157,Snapchat for some reason is not well supported for Android phones!,1,snapshot for some reason is not well supported for android phone,mansour aldhalaan,"[0.03571428571428571, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.03571428571428571, 0.02976190476190475, 0.02976190476190475, 0.03174603174603174, 0.03174603174603174, 0.047619047619047616, 0.02976190476190475, 0.02976190476190475, 0.03174603174603174, 0.02976190476190475, 0.03174603174603174, 0.04365079365079365, 0.02976190476190475, 0.02976190476190475, 0.061507936507936505, 0.02976190476190475, 0.043650793650793655, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.035714285714285705, 0.03373015873015872]"
340,164701,147109,1,Snapchat,,"['everytime', 'try', 'open', 'snapshot', 'application', 'crash', 'not', 'open', 'please', 'fix']",2019-04-09,90169,"everytime i try to open my snapchat, the app crashes and wont open. please fix",1,everytime i try to open my snapshot the application crash and will not open please fix,Suavage,"[0.03065134099616857, 0.03448275862068965, 0.03065134099616857, 0.028735632183908035, 0.04406130268199233, 0.030651340996168574, 0.028735632183908035, 0.03065134099616857, 0.028735632183908035, 0.030651340996168574, 0.028735632183908035, 0.04597701149425287, 0.028735632183908035, 0.028735632183908035, 0.028735632183908035, 0.04214559386973181, 0.028735632183908035, 0.028735632183908035, 0.05747126436781609, 0.028735632183908035, 0.05172413793103448, 0.03065134099616857, 0.028735632183908035, 0.028735632183908035, 0.03065134099616857, 0.028735632183908035, 0.03065134099616857, 0.028735632183908035, 0.04789272030651341, 0.028735632183908035]"
341,164703,147111,1,Snapchat,,"['horrible', 'call', 'quality', 'fix']",2019-04-13,90171,Horrible call quality please fix this,3,horrible call quality please fix this,Kyle Rapier,"[0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.048218029350104843, 0.031446540880503145, 0.031446540880503145, 0.033542976939203356, 0.031446540880503145, 0.031446540880503145, 0.05031446540880505, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.05031446540880505, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145]"
342,164709,147117,1,Snapchat,,"['great', 'fix', 'bug', 'game', 'thank']",2019-04-12,90177,Great but can you uhhhhhhh fix the bugs in the game? Thanks.,2,great but can you uh fix the bug in the game thanks,Wowo,"[0.030303030303030307, 0.030303030303030307, 0.04444444444444446, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.04444444444444447, 0.04848484848484851, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.040404040404040414, 0.03434343434343435, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.03232323232323233, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.03232323232323232, 0.0383838383838384, 0.030303030303030307, 0.030303030303030307, 0.03232323232323232, 0.046464646464646486, 0.030303030303030307, 0.030303030303030307]"
343,164711,147119,1,Snapchat,,"['nothing', 'be', 'load', 'not', 'open', 'load', 'snap', 'get', 'friend', 'not', 'view', 'story', 'help']",2019-04-10,90180,nothing is loading for me I can't open or load my snaps I get from friends and I can't view stories plz help,2,nothing is loading for me i can not open or load my snap i get from friend and i can not view story please help,Keagyn Dupmeier,"[0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.040072859744990905, 0.04371584699453554, 0.027322404371584695, 0.03278688524590164, 0.029143897996357013, 0.045537340619307844, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.058287795992714046, 0.04371584699453554, 0.06010928961748636, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.04371584699453554, 0.038251366120218594, 0.027322404371584695, 0.027322404371584695, 0.029143897996357013, 0.027322404371584695, 0.041894353369763215, 0.029143897996357013]"
344,164723,147131,1,Snapchat,,"['lot', 'glitch', 'go', 'rn']",2019-04-12,90196,a lot of glitches goin on rn,1,a lot of glitch goin on rn,skrilla TNF,"[0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.048218029350104843, 0.031446540880503145, 0.031446540880503145, 0.033542976939203356, 0.031446540880503145, 0.05031446540880505, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.03563941299790357, 0.031446540880503145, 0.031446540880503145, 0.04612159329140463, 0.031446540880503145]"
345,164731,147139,1,Snapchat,,"['sorry', 'snapshot', 'belong', 'poor_country', 's', 'uninstale', 'application']",2019-04-09,90206,Sorry snapchat i belong to poor countrie thats why i am uninstalling app,1,sorry snapshot i belong to poor country thats why i am uninstaling application,Manas Chordiya,"[0.04563492063492063, 0.02976190476190475, 0.02976190476190475, 0.047619047619047616, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.0496031746031746, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.047619047619047616, 0.02976190476190475, 0.047619047619047616, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.02976190476190475, 0.047619047619047616]"
346,164732,147140,1,Snapchat,,"['new', 'update', 'be', 'bad', 'android', 'device']",2019-04-10,90207,This new update is worst for Android devices .....,1,this new update is worst for android device,Jitesh Aggarwal,"[0.03354297693920335, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.05031446540880504, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.05031446540880504, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314, 0.048218029350104816, 0.03144654088050314, 0.03144654088050314, 0.03144654088050314]"
347,164736,147144,1,Snapchat,,"['freeze', 'every_single', 'snap', 'not', 'see', 'hole', 'snap', 'video', 'unload', 'fix']",2019-04-13,90211,it freezes every single snap so i cant see the hole snap video till i upload it please fix,1,it freeze every single snap so i can not see the hole snap video till i unload it please fix,billy jack,"[0.030131826741996222, 0.03013182674199622, 0.03013182674199622, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.04519774011299434, 0.041431261770244816, 0.02824858757062146, 0.04331450094161958, 0.032015065913370985, 0.02824858757062146, 0.06403013182674198, 0.02824858757062146, 0.02824858757062146, 0.03766478342749528, 0.03013182674199622, 0.032015065913370985, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.03013182674199622, 0.02824858757062146, 0.04519774011299434, 0.02824858757062146, 0.04331450094161958, 0.030131826741996222, 0.02824858757062146, 0.02824858757062146, 0.039548022598870046]"
348,164737,147145,1,Snapchat,,"['be', 'keep_shutting', 'have', 'murten', 'time', 'like', 'go', 'second']",2019-04-13,90212,why is because it keeps shutting down on me and i only have a surten time to be on it like it gose on about 5 second,1,why is because it keep shutting down on me and i only have a murten time to be on it like it gone on about second,Arianna José,"[0.029239766081871354, 0.029239766081871354, 0.04873294346978561, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.03118908382066278, 0.04483430799220277, 0.029239766081871354, 0.035087719298245626, 0.029239766081871354, 0.04873294346978561, 0.03898635477582848, 0.029239766081871354, 0.04288499025341133, 0.029239766081871354, 0.03118908382066278, 0.029239766081871354, 0.029239766081871354, 0.03118908382066278, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.04483430799220276, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.0331384015594542, 0.029239766081871354, 0.042884990253411324]"
349,164738,147146,1,Snapchat,,"['crash', 'way', 'much', 'brand', 'new', 'android']",2019-04-11,90213,crashes way to much on a brand new android,2,crash way to much on a brand new android,Keila Nuila,"[0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.03232323232323232, 0.030303030303030307, 0.03434343434343435, 0.030303030303030307, 0.04444444444444446, 0.046464646464646486, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.06262626262626265, 0.030303030303030307, 0.030303030303030307, 0.04848484848484851, 0.030303030303030307, 0.030303030303030307, 0.03232323232323233, 0.03232323232323232, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307]"
350,164748,147156,1,Snapchat,,"['not', 'save', 'full', 'story', 'story', 'tab', 'memory', 'anymore', 'save', 'individual', 'snap', 'memory', 'be', 'useless']",2019-04-09,90224,Cant save full stories to the stories tab in memories anymore. Just saves each individual snap to memories which is useless,1,can not save full story to the story tab in memory anymore just save each individual snap to memory which is useless,Eddie O'Brien,"[0.0273224043715847, 0.0273224043715847, 0.0273224043715847, 0.029143897996357013, 0.0273224043715847, 0.0273224043715847, 0.0400728597449909, 0.04371584699453553, 0.029143897996357013, 0.03278688524590165, 0.0273224043715847, 0.04371584699453553, 0.04189435336976322, 0.04553734061930785, 0.06010928961748635, 0.040072859744990905, 0.0273224043715847, 0.029143897996357013, 0.0273224043715847, 0.0273224043715847, 0.045537340619307844, 0.029143897996357013, 0.04189435336976322, 0.0273224043715847, 0.034608378870673966, 0.0273224043715847, 0.0273224043715847, 0.029143897996357013, 0.0273224043715847, 0.029143897996357013]"
351,164750,147158,1,Snapchat,,"['try', 'create', 'account', 'never', 'receive', 'code', 'not', 'happy', 'delete', 'application']",2019-04-10,90227,after 4 trys to create an account I never received the code. Not happy. deleted app,1,after try to create an account i never received the code not happy deleted application,Scott Auk,"[0.02777777777777778, 0.02777777777777778, 0.02777777777777778, 0.057407407407407435, 0.02777777777777778, 0.02777777777777778, 0.02777777777777778, 0.04259259259259262, 0.03148148148148149, 0.03888888888888892, 0.02777777777777778, 0.050000000000000024, 0.029629629629629634, 0.02777777777777778, 0.02777777777777778, 0.057407407407407435, 0.02777777777777778, 0.029629629629629634, 0.029629629629629634, 0.02777777777777778, 0.04629629629629632, 0.029629629629629634, 0.02777777777777778, 0.029629629629629634, 0.04259259259259262, 0.02777777777777778, 0.02777777777777778, 0.02777777777777778, 0.04074074074074076, 0.02777777777777778]"
352,164754,147162,1,Snapchat,,"['need', 'optimize', 'application', 'use', 'actual', 'camera', 'phone', 'not', 'take', 'screenshot', 'camera', 'see', 'image', 'processing']",2019-04-10,90231,need to optimize the app to use the actual camera of the phone and not just take a screenshot of what the camera sees with the image processing.,1,need to optimize the application to use the actual camera of the phone and not just take a screenshot of what the camera see with the image processing,Vafa Mohammadramezanizadeh,"[0.030965391621129327, 0.027322404371584695, 0.029143897996357013, 0.027322404371584695, 0.0400728597449909, 0.029143897996357013, 0.027322404371584695, 0.041894353369763215, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.04371584699453554, 0.027322404371584695, 0.08014571948998177, 0.0528233151183971, 0.038251366120218594, 0.027322404371584695, 0.027322404371584695, 0.05646630236794173, 0.027322404371584695, 0.029143897996357013, 0.029143897996357016, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.029143897996357013, 0.029143897996357013, 0.027322404371584695, 0.030965391621129334]"
353,164764,147172,1,Snapchat,,"['terrible', 'major', 'bug', 'regard', 'video', 'unload', 'not', 'show', 'proper', 'video', 'unload']",2019-04-13,90242,"TERRIBLE IT HAS major bugs, regarding videos uploading and not showing the proper video uploaded....",1,terrible it has major bug regarding video unloading and not showing the proper video unloaded,Lucas Stephanos,"[0.027322404371584702, 0.030965391621129334, 0.04553734061930786, 0.029143897996357016, 0.027322404371584702, 0.027322404371584702, 0.027322404371584702, 0.04371584699453555, 0.027322404371584702, 0.029143897996357016, 0.029143897996357016, 0.030965391621129334, 0.06193078324225868, 0.027322404371584702, 0.027322404371584702, 0.04007285974499092, 0.027322404371584702, 0.027322404371584702, 0.027322404371584702, 0.027322404371584702, 0.027322404371584702, 0.0528233151183971, 0.027322404371584702, 0.027322404371584702, 0.04553734061930785, 0.054644808743169425, 0.027322404371584702, 0.027322404371584702, 0.027322404371584702, 0.04189435336976323]"
354,164765,147173,1,Snapchat,,"['be', 'bad', 'application', 'phone', 'yet', 'not', 'delete']",2019-04-10,90243,this is the worst app on my phone and yet I cannot delete it,2,this is the worst application on my phone and yet i can not delete this,Tavis Ewing,"[0.043209876543209874, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.032921810699588466, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.04938271604938272, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.045267489711934165, 0.03086419753086419, 0.03086419753086419, 0.037037037037037035, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.032921810699588466, 0.03086419753086419, 0.03086419753086419, 0.04938271604938272, 0.03086419753086419]"
355,164766,147174,1,Snapchat,,"['new', 'snap', 'game', 'pixelate', 'android', 'improve', 'android', 'snapshot', 'especially', 'camera', 'quality']",2019-04-12,90244,why are the new snap games so Pixelated on Android. please improve Android snapchat. especially the camera quality,2,why are the new snap game so pixelated on android please improve android snapshot especially the camera quality,Hinckley Whitman,"[0.02824858757062146, 0.03013182674199622, 0.04519774011299434, 0.032015065913370985, 0.04331450094161958, 0.030131826741996222, 0.03954802259887005, 0.037664783427495276, 0.03013182674199622, 0.035781544256120526, 0.030131826741996222, 0.03013182674199622, 0.02824858757062146, 0.032015065913370985, 0.02824858757062146, 0.02824858757062146, 0.04519774011299434, 0.041431261770244816, 0.041431261770244816, 0.02824858757062146, 0.02824858757062146, 0.047080979284369114, 0.02824858757062146, 0.039548022598870046, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.02824858757062146, 0.03013182674199622]"
356,164767,147175,1,Snapchat,,"['hate', 'new', 'update', 'not', 'even', 'watch', 'time', 'line', 'new', 'update', 'blacking']",2019-04-12,90245,"i hate the new update, because i cant even watch my timeline without it blacking out..",2,i hate the new update because i can not even watch my time-line without the new update blacking out,RNS.PRODUCTIONS,"[0.029629629629629634, 0.046296296296296315, 0.04259259259259261, 0.029629629629629634, 0.02962962962962963, 0.02777777777777778, 0.05925925925925928, 0.02777777777777778, 0.02777777777777778, 0.02777777777777778, 0.02962962962962963, 0.02777777777777778, 0.02962962962962963, 0.02777777777777778, 0.02777777777777778, 0.0388888888888889, 0.02777777777777778, 0.02777777777777778, 0.0388888888888889, 0.02777777777777778, 0.02777777777777778, 0.06111111111111113, 0.02777777777777778, 0.04259259259259261, 0.046296296296296315, 0.02962962962962963, 0.02777777777777778, 0.02962962962962963, 0.02777777777777778, 0.02777777777777778]"
357,164785,147193,1,Snapchat,,"['last', 'update', 'camera', 'keep', 'open', 'kiss', 'zoom', 'way', 'go', 'back', 'normal', 'have', 'cleared_cache', 'restart', 'phone', 'uninstale', 'instal', 'application', 'nothing', 'be', 'work', 'fix', 'edit', 'be', 'read', 'application', 'seem', 'be', 'ongoing', 'problem', 'month', 'propose', 'next', 'update', 'give', 'option', 'choose', 'aspect_ratio', 'fix', 'problem', 'do', 'not', 'plan', 'do', 'anything', 'anyways']",2019-04-12,90278,"after the last update my camera keeps opening at 2x zoom with no way to go back to normal. ive cleared the cache, restarted my phone, and uninstalled and reinstalled the app. nothing is working. please fix. edit; been reading up on it and it seems like this has been an ongoing problem for months. so i propose for the next update, give us an option to choose our own aspect ratio so we can fix the problems ourselves since you don't plan on doing anything about it anyways.",1,after the last update my camera keep opening at kiss zoom with no way to go back to normal i have cleared the cache restarted my phone and uninstaled and installed the application nothing is working please fix edit been reading up on the application and it seems like this has been an ongoing problem for month so i propose for the next update give u an option to choose u own aspect ratio so we can fix the problem u since you do not plan on doing anything about it anyways,damion biddy,"[0.02345679012345678, 0.025925925925925925, 0.019753086419753083, 0.02592592592592593, 0.02222222222222222, 0.02345679012345678, 0.04197530864197531, 0.030864197530864196, 0.044444444444444446, 0.045679012345679, 0.029629629629629634, 0.06790123456790122, 0.02839506172839506, 0.04320987654320987, 0.02716049382716049, 0.048148148148148134, 0.04444444444444444, 0.025925925925925925, 0.0345679012345679, 0.029629629629629634, 0.04197530864197531, 0.01975308641975308, 0.02716049382716049, 0.030864197530864196, 0.02222222222222222, 0.01851851851851851, 0.02098765432098765, 0.054320987654320974, 0.048148148148148134, 0.03333333333333333]"
358,164786,147194,1,Snapchat,,"['hate', 'new', 'update', 'new', 'update', 'be', 'trash', 'new', 'update', 'need', 'go', 'back', 'previous_version', 'not', 'zoom', 'video', 'pic', 'anymore', 'not', 'edit', 'video', 'pic', 'save', 'new', 'copy', 'save', 'camera_roll', 'quality', 'get', 'bad', 'change', 'back', 'previous_version', 'soon_possible']",2019-04-08,90280,HATE this new update. it is TRASH! It needs to go back to the previous version. You can't zoom in on videos or pics anymore. You can't edit a video or pic without it saving a new copy 😦. when you save to camera roll quality gets bad. CHANGE BACK TO PREVIOUS VERSION ASAP!!!!,1,hate this new update this new update is trash this new update need to go back to the previous version you can not zoom in on video or pic anymore you can not edit a video or pic without it saving a new copy when you save to camera roll quality get bad change back to previous version a soon a possible,Chantal Smikle,"[0.023035230352303523, 0.02032520325203252, 0.029810298102981036, 0.023035230352303523, 0.02574525745257453, 0.02032520325203252, 0.0880758807588076, 0.042005420054200555, 0.028455284552845538, 0.03658536585365855, 0.02168021680216802, 0.05826558265582656, 0.023035230352303523, 0.03252032520325205, 0.06368563685636856, 0.04471544715447156, 0.02168021680216802, 0.02032520325203252, 0.02032520325203252, 0.02168021680216802, 0.02168021680216802, 0.09891598915989161, 0.02032520325203252, 0.029810298102981036, 0.02303523035230353, 0.03929539295392955, 0.02032520325203252, 0.033875338753387545, 0.02710027100271004, 0.02032520325203252]"
359,164791,147199,1,Snapchat,,"['update', 'snapshot', 'go', 'back', 'saved', 'picture', 'none', 'save', 'picture', 'december', 'mean', 'lose', 'month', 'old', 'son', 'be', 'picture', 'birth', 'be', 'not', 'first', 'time', 'be', 'happen', 'time', 'picture', 'lose', 'valuable', 'fix']",2019-04-11,90286,I just updated my snapchat and when I went back to my saved pictures none of them after December 2016 were there. That means I lost ALL of my 8 month old son's pictures from birth until now. This isn't the first time it's happened this time the pictures that were lost were valuable to me. This has to be fixed!!!,1,i just updated my snapshot and when i went back to my saved picture none of my saved picture after december were there that mean i lost all of my month old son is picture from birth until now this is not the first time it is happened this time the picture that were lost were valuable to me this has to be fixed,Valerie Rangel,"[0.037537537537537545, 0.027027027027027025, 0.024024024024024017, 0.03603603603603604, 0.025525525525525523, 0.04054054054054055, 0.037537537537537545, 0.03453453453453453, 0.025525525525525523, 0.025525525525525523, 0.022522522522522518, 0.04654654654654656, 0.04654654654654656, 0.024024024024024017, 0.04054054054054055, 0.03603603603603604, 0.027027027027027025, 0.024024024024024017, 0.03153153153153154, 0.03003003003003003, 0.03453453453453454, 0.04504504504504505, 0.03603603603603604, 0.04954954954954956, 0.025525525525525523, 0.03453453453453454, 0.022522522522522518, 0.022522522522522518, 0.05555555555555555, 0.03153153153153154]"
360,164792,147200,1,Snapchat,,"['make', 'update', 'new', 'phone', 'assume', 'doe', 'not', 'register', 'front_camera', 'super', 'close', 'be', 'ideal', 'picture', 'friend', 'furthermore', 'do', 'not', 'want', 'face', 'cover', 'whole', 'screen', 'change', 'rating', 'be', 'sort']",2019-04-13,90287,"Please make an update for the new S10+ phone. I assume it doesn't register the two front cameras as it only uses the super close up one which is less than ideal for pictures with friends. Furthermore, I don't want my face covering the whole screen. I'll change my rating when this is sorted.",2,please make an update for the new s phone i assume it doe not register the two front camera a it only us the super close up one which is le than ideal for picture with friend furthermore i do not want my face covering the whole screen i will change my rating when this is sorted,Mixed Gal,"[0.0447530864197531, 0.03703703703703705, 0.03858024691358025, 0.03395061728395063, 0.027777777777777776, 0.027777777777777776, 0.03703703703703705, 0.03703703703703704, 0.023148148148148143, 0.06172839506172839, 0.03703703703703704, 0.03395061728395062, 0.024691358024691357, 0.023148148148148143, 0.023148148148148143, 0.06018518518518518, 0.03703703703703705, 0.023148148148148143, 0.026234567901234566, 0.023148148148148143, 0.030864197530864203, 0.03703703703703705, 0.024691358024691357, 0.026234567901234566, 0.023148148148148143, 0.03240740740740742, 0.023148148148148143, 0.0447530864197531, 0.04320987654320988, 0.03395061728395063]"
361,164800,147208,1,Snapchat,,"['picture', 'quality', 'goole', 'pixel', 'be', 'terrible', 'picture', 'quality', 'goole', 'pixel', 'use', 'good', 'do', 'not', 'know', 'guy', 'do', 'diminish', 'picture', 'quality', 'goole', 'pixel', 'much', 'picture', 'quality', 'goole', 'pixel', 'need', 'fix']",2019-04-11,90295,"The picture quality for Google Pixel 2 is terrible. It used to be good. Idk what you guys did to diminish it so much, but it needs fixed.",2,the picture quality for goole pixel is terrible the picture quality for goole pixel used to be good i do not know what you guy did to diminish the picture quality for goole pixel so much but the picture quality for goole pixel need fixed,Linda Tran,"[0.023474178403755867, 0.04068857589984352, 0.023474178403755867, 0.023474178403755867, 0.025039123630672927, 0.035993740219092345, 0.023474178403755867, 0.0751173708920188, 0.023474178403755867, 0.09702660406885759, 0.025039123630672927, 0.04851330203442881, 0.037558685446009404, 0.05320813771517999, 0.023474178403755867, 0.02816901408450705, 0.02503912363067293, 0.023474178403755867, 0.023474178403755867, 0.023474178403755867, 0.029733959311424103, 0.023474178403755867, 0.023474178403755867, 0.028169014084507043, 0.032863849765258225, 0.025039123630672927, 0.025039123630672927, 0.023474178403755867, 0.06259780907668232, 0.023474178403755867]"
362,164801,147209,1,Snapchat,,"['new', 'update', 'picture', 'wo', 'send', 'send', 'videopicture', 'anything', 'deliver', 'snap', 'keep', 'say', 'send']",2019-04-09,90296,"umm since the new update all but 1 picture wo t send i can send a video,picture or anything (delivered) but that one snap keeps saying send",2,um since the new update all but picture wo all but send i can send a videopicture or anything delivered but that one snap keep saying send,Anthony Davis,"[0.02645502645502645, 0.02645502645502645, 0.07407407407407407, 0.02645502645502645, 0.02645502645502645, 0.031746031746031744, 0.04938271604938272, 0.02821869488536155, 0.03880070546737213, 0.04761904761904763, 0.02645502645502645, 0.028218694885361547, 0.04232804232804234, 0.02645502645502645, 0.03703703703703704, 0.02645502645502645, 0.031746031746031744, 0.02645502645502645, 0.03703703703703705, 0.02645502645502645, 0.033509700176366834, 0.03880070546737214, 0.03703703703703704, 0.02645502645502645, 0.03174603174603175, 0.02821869488536155, 0.02645502645502645, 0.03174603174603175, 0.035273368606701945, 0.02645502645502645]"
363,164802,147210,1,Snapchat,,"['notification', 'icon', 'badge', 'not', 'work', 'have', 'set', 'enable', 'do', 'not', 'receive', 'snapshot', 'notification', 'even_though', 'snapshot', 'notification', 'turn', 'application', 'system', 'preference', 'have', 'open', 'snapshot', 'order', 'see', 'snap', 'clearing', 'snapshot', 'cache', 'instal', 'resetting', 'setting', 'also', 'do', 'not', 'help', 'frustrating', 'fix', 'soon_possible']",2019-04-10,90297,"Notifications and Icon Badge Not Working, Despite Having All Settings Enabled! I don't receive the snapchat notifications even though they are turned on in the app and the system preferences. I have to open snapchat in order to see any snaps. Clearing the snapchat cache, reinstalling, and resetting settings also did not help. Very frustrating! Plz fix asap!",1,notification and icon badge not working despite having all setting enabled i do not receive the snapshot notification even though the snapshot notification are turned on in the application and the system preference i have to open snapshot in order to see any snap clearing the snapshot cache installing and resetting setting also did not help very frustrating please fix a soon a possible,Joe Calabro,"[0.02380952380952381, 0.022486772486772486, 0.019841269841269837, 0.02777777777777778, 0.03968253968253969, 0.019841269841269837, 0.03703703703703704, 0.04629629629629631, 0.02380952380952381, 0.056878306878306875, 0.03042328042328043, 0.034391534391534404, 0.034391534391534404, 0.06216931216931216, 0.019841269841269837, 0.07407407407407406, 0.02116402116402116, 0.03571428571428572, 0.058201058201058205, 0.029100529100529106, 0.062169312169312166, 0.019841269841269837, 0.019841269841269837, 0.022486772486772486, 0.019841269841269837, 0.030423280423280425, 0.022486772486772482, 0.019841269841269837, 0.04100529100529102, 0.02513227513227513]"
