level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,topic_distribution
273,160065,142473,1,Snapchat,,"['long', 'time', 'snap', 'user', 'recently', 'purchase', 'galaxy', 'reason', 'long', 'lens', 'front_camera', 'snap', 'be', 'use', 'instead', 'short', 'result', 'face', 'take', 'entire', 'screen', 'take', 'normal', 'picture', 'have', 'look', 'online', 'have', 'not', 'be', 'fix', 'many', 'have', 'issue', 'fix', 'snapshot']",2019-04-04,97561,"long time snap user... I recently purchased the Galaxy S10 and for some reason the long lens for the front camera on snap is used instead of the short which results in my face taking up the entire screen when taking a normal picture. I've looked around online and there have not been any fixes for this, but many have the issue. Please fix this Snapchat",3,long time snap user i recently purchased the galaxy s and for some reason the long lens for the front camera on snap is used instead of the short which result in my face taking up the entire screen when taking a normal picture i have looked around online and there have not been any fix for this but many have the issue please fix this snapshot,Wyatt McGeary,"[0.037857567269331975, 0.020541549953314663, 0.030642560054324763, 0.06527459468635938, 0.03352856294032765, 0.026313555725320435, 0.02487055428231899, 0.020541549953314663, 0.01909854851031322, 0.020541549953314663, 0.02487055428231899, 0.01909854851031322, 0.01909854851031322, 0.03930056871233342, 0.020541549953314663, 0.01909854851031322, 0.03208556149732621, 0.03208556149732621, 0.023427552839317543, 0.02919955861132332, 0.03208556149732621, 0.01909854851031322, 0.021984551396316103, 0.020541549953314663, 0.01909854851031322, 0.020541549953314663, 0.03352856294032765, 0.026313555725320435, 0.036414565826330535, 0.09413462354638827, 0.01909854851031322, 0.02919955861132332, 0.02919955861132332, 0.04074357015533486]"
274,160067,142475,1,Snapchat,,"['past', 'update', 'application', 'crash', 'open', 'almost', 'time']",2019-04-04,97564,since the past few updates the app crashes while opening almost all the time,3,since the past few update the application crash while opening almost all the time,Carter Weaver,"[0.02824463118580766, 0.02824463118580766, 0.026260504201680676, 0.026260504201680676, 0.06395891690009335, 0.040149393090569564, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.02824463118580766, 0.026260504201680676, 0.02824463118580766, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.05205415499533147, 0.026260504201680676, 0.026260504201680676, 0.030228758169934648, 0.026260504201680676, 0.026260504201680676, 0.03221288515406163, 0.026260504201680676, 0.036181139122315596, 0.026260504201680676, 0.026260504201680676, 0.02824463118580766, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676]"
275,160069,142477,1,Snapchat,,"['much', 'hang', 'problem']",2019-04-04,97569,too much hanging problem,2,too much hanging problem,Tripti Tyagi,"[0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.03613269207053891, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.04032556418793933, 0.027746947835738077, 0.03822912812923913, 0.02984338389443829, 0.02984338389443829, 0.027746947835738077, 0.027746947835738077, 0.0319398199531385, 0.027746947835738077, 0.027746947835738077, 0.02984338389443829, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.027746947835738077, 0.02984338389443829, 0.02984338389443829, 0.03822912812923913, 0.027746947835738077]"
276,160071,142479,1,Snapchat,,"['ruin', 'camera', 'quality', 'normal', 'camera', 'be', 'weird']",2019-04-04,97574,Ruined me camera quality :( My normal camera is being weird,3,ruined me camera quality my normal camera is being weird,Wuhyun Jo,"[0.03816526610644258, 0.026260504201680673, 0.028244631185807657, 0.026260504201680673, 0.028244631185807657, 0.028244631185807657, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.040149393090569564, 0.028244631185807657, 0.026260504201680673, 0.026260504201680673, 0.028244631185807657, 0.028244631185807657, 0.026260504201680673, 0.04610177404295051, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.0580065359477124, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.040149393090569564, 0.030228758169934644]"
277,160072,142480,1,Snapchat,,"['let', 'tell', 'snapshot', 'suck']",2019-04-04,97576,Where the F*** are you from anyway Mr. CEO ?? And lemme tell you this F****** #Snapchat Sucks !!,1,where the f are you from anyway mr ceo and let me tell you this f snapshot suck,Abhilash Apoorva,"[0.029843383894438285, 0.027746947835738073, 0.034036256011838704, 0.029843383894438285, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.029843383894438285, 0.027746947835738073, 0.03613269207053891, 0.027746947835738073, 0.029843383894438285, 0.027746947835738073, 0.027746947835738073, 0.029843383894438285, 0.027746947835738073, 0.027746947835738073, 0.03822912812923912, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.027746947835738073, 0.029843383894438285, 0.042422000246639543, 0.029843383894438285, 0.029843383894438285, 0.027746947835738073, 0.027746947835738073]"
278,160073,142481,1,Snapchat,,"['many', 'useful', 'thing', 'do', 'not', 'even', 'exist', 'anymore', 'not', 'leave', 'group', 'edit', 'people', 'be', 'screen', 'name', 'tell', 'else', 'not', 'do', 'do', 'not', 'even', 'know']",2019-04-04,97579,so many useful things dont even exist anymore. I can't leave group chats or edit other people's screen names. no telling what else I can't do that I dont even know about 🤷‍♀️,2,so many useful thing do not even exist anymore i can not leave group chat or edit other people is screen name no telling what else i can not do that i do not even know about,Heather Daigle,"[0.02131287297527707, 0.022923178933409116, 0.03258501468220139, 0.03580562659846547, 0.022923178933409116, 0.02131287297527707, 0.05029838022165387, 0.029364402765937294, 0.026143790849673203, 0.027754096807805252, 0.022923178933409116, 0.02131287297527707, 0.02453348489154116, 0.09216633513308704, 0.03097470872406934, 0.02453348489154116, 0.022923178933409116, 0.02131287297527707, 0.02131287297527707, 0.03419532064033343, 0.03580562659846547, 0.03097470872406934, 0.022923178933409116, 0.02131287297527707, 0.03902623851472957, 0.022923178933409116, 0.02131287297527707, 0.02453348489154116, 0.02453348489154116, 0.02131287297527707, 0.05029838022165387, 0.02131287297527707, 0.022923178933409116, 0.03419532064033343]"
279,160088,142496,1,Snapchat,,"['not', 'even', 'let', 'get', 'account', 'back', 'have', 'go', 'everything']",2019-04-06,97622,won't even let you got your account back so you have to go thru everything again😡,1,will not even let you got your account back so you have to go thru everything again,Hannah Paschke,"[0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.029186387198557574, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.034933513635339176, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.02727067838629704, 0.036849222447599715, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.025354969574036504, 0.034933513635339176, 0.02727067838629704, 0.02727067838629704, 0.054090601757944536, 0.02727067838629704, 0.05217489294568399, 0.046427766508902395, 0.02727067838629704, 0.025354969574036504, 0.04259634888438132]"
280,160089,142497,1,Snapchat,,"['quality', 'video', 'always', 'go', 'post', 'video', 'have', 'android', 'have', 'notice', 'happen', 'phone']",2019-04-06,97625,The quality of my videos always goes down after I post them. I have an Android but I've noticed this happens with iPhones too.,3,the quality of my video always go down after i post my video i have an android but i have noticed this happens with phone too,Allison Leigh,"[0.03447185325743201, 0.023719165085389, 0.023719165085389, 0.023719165085389, 0.0255112797807295, 0.03447185325743201, 0.0255112797807295, 0.023719165085389, 0.023719165085389, 0.023719165085389, 0.0255112797807295, 0.023719165085389, 0.023719165085389, 0.027303394476069998, 0.0255112797807295, 0.023719165085389, 0.038056082648113006, 0.027303394476069998, 0.023719165085389, 0.027303394476069998, 0.023719165085389, 0.0362639679527725, 0.0362639679527725, 0.023719165085389, 0.023719165085389, 0.027303394476069998, 0.023719165085389, 0.05239300021083701, 0.023719165085389, 0.06314568838288001, 0.027303394476069998, 0.039848197343453504, 0.0290955091714105, 0.04164031203879401]"
281,160090,142498,1,Snapchat,,"['new', 'version', 'be', 'frustrate', 'not', 'access', 'account', 'new', 'version', 'be', 'really', 'depressing', 'help', 'be', 'render', 'love', 'snapshot', 'heart', 'really', 'do', 'not', 'understand', 'be', 'go', 'new', 'version', 'have', 'never', 'experience', 'problem', 'sadly', 'addict', 'need', 'forget', 'guess']",2019-04-06,97626,the new version is frustrating I can't access my account it's really depressing and no help is rendered I love Snapchat with all my heart but really don't understand what's going on with the new version I've never experienced any problems and sadly I'm addicted but I just need to forget about it I guess,1,the new version is frustrating i can not access my account the new version is really depressing and no help is rendered i love snapshot with all my heart but really do not understand what is going on with the new version i have never experienced any problem and sadly i am addicted but i just need to forget about it i guess,Boitumelo Lee-Ann,"[0.020424836601307193, 0.020424836601307193, 0.020424836601307193, 0.07443718228031954, 0.02351125635439361, 0.020424836601307193, 0.0713507625272331, 0.02505446623093682, 0.020424836601307193, 0.020424836601307193, 0.020424836601307193, 0.021968046477850403, 0.02505446623093682, 0.045116194625998536, 0.03122730573710966, 0.020424836601307193, 0.020424836601307193, 0.03277051561365287, 0.05591866376180101, 0.035856935366739284, 0.020424836601307193, 0.029684095860566452, 0.021968046477850403, 0.03431372549019608, 0.020424836601307193, 0.02659767610748003, 0.02505446623093682, 0.03277051561365287, 0.02505446623093682, 0.029684095860566452, 0.029684095860566452, 0.021968046477850403, 0.02659767610748003, 0.029684095860566452]"
282,160093,142501,1,Snapchat,,"['be', 'instal', 'stop']",2019-04-06,97632,when is installing then it stopd,1,when is installing then it stop,Vanessa Osei Bonsu,"[0.03101371267461232, 0.02883506343713955, 0.02883506343713955, 0.03101371267461232, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.03101371267461232, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.033192361912085085, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.02883506343713955, 0.033192361912085085, 0.02883506343713955, 0.03101371267461232, 0.03101371267461232, 0.02883506343713955]"
283,160101,142509,1,Snapchat,,"['be', 'not', 'inhale']",2019-04-04,97649,Because it's not Insaling !!,1,because it is not inhaling,Micaela Chapo,"[0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.04537456008044243, 0.02828054298642534, 0.03255404725992961, 0.02828054298642534, 0.02828054298642534, 0.03682755153343388, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.030417295123177476, 0.02828054298642534, 0.02828054298642534, 0.03255404725992961, 0.030417295123177476, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534, 0.02828054298642534]"
284,160105,142513,1,Snapchat,,"['filter', 'do', 'not', 'detect', 'face', 'last', 'update', 'lot', 'problem']",2019-04-04,97660,my filters dont dtect my face the last update has a lot of problems,3,my filter do not detect my face the last update has a lot of problem,Anushree Balike,"[0.025799793601651192, 0.025799793601651192, 0.051140924205939686, 0.025799793601651192, 0.04139433551198258, 0.027749111340442615, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.03164774681802546, 0.025799793601651192, 0.025799793601651192, 0.027749111340442615, 0.039445017773191156, 0.0355463822956083, 0.025799793601651192, 0.027749111340442615, 0.02969842907923404, 0.025799793601651192, 0.02969842907923404, 0.025799793601651192, 0.025799793601651192, 0.027749111340442615, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.027749111340442615, 0.025799793601651192, 0.037495700034399726, 0.025799793601651192, 0.02969842907923404, 0.04529297098956542, 0.025799793601651192, 0.025799793601651192]"
285,160107,142515,1,Snapchat,,"['quit', 'update', 'snap', 'get', 'bad', 'time']",2019-04-04,97664,quit updating snap it gets worse every time😂😂😅,1,quit updating snap it get worse every time,Lyssa Skye,"[0.028244631185807657, 0.026260504201680673, 0.026260504201680673, 0.028244631185807657, 0.04610177404295051, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.06197478991596637, 0.026260504201680673, 0.030228758169934644, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.028244631185807657, 0.026260504201680673, 0.040149393090569564, 0.028244631185807657, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.028244631185807657, 0.028244631185807657, 0.026260504201680673, 0.034197012138188605, 0.026260504201680673, 0.028244631185807657, 0.028244631185807657, 0.03618113912231559, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673, 0.026260504201680673]"
286,160108,142516,1,Snapchat,,"['camera', 'be', 'slow', 'android', 'phone', 'camera', 'be', 'great', 'quick', 'update', 'samsung', 'well', 'get', 'much', 'well', 'do', 'first', 'review', 'sometimes', 'lag', 'definitely', 'progress']",2019-04-04,97665,Camera Is so slow with android... With iPhone camera is great.... quick update: 4/4/19 Samsung S9 well it has gotten much better since 2017 when I did my first review... sometimes it lags but its definitely progress...,3,camera is so slow with android with phone camera is great quick update samsung s well it has gotten much better since when i did my first review sometimes it lag but it definitely progress,Betty K,"[0.03911665676371559, 0.022281639928698756, 0.03911665676371559, 0.029015646662705487, 0.034066151713210535, 0.02396514161220044, 0.02396514161220044, 0.02396514161220044, 0.06100217864923746, 0.02396514161220044, 0.022281639928698756, 0.02396514161220044, 0.029015646662705487, 0.02396514161220044, 0.022281639928698756, 0.034066151713210535, 0.0273321449792038, 0.022281639928698756, 0.030699148346207173, 0.029015646662705487, 0.025648643295702125, 0.022281639928698756, 0.022281639928698756, 0.06605268369974251, 0.042483660130718956, 0.02396514161220044, 0.02396514161220044, 0.022281639928698756, 0.02396514161220044, 0.022281639928698756, 0.03743315508021391, 0.03238265002970885, 0.02396514161220044, 0.025648643295702125]"
287,160111,142519,1,Snapchat,,"['be', 'slow', 'video', 'freeze', 'have', 'delete', 'picture', 'video', 'quality', 'be', 'bad', 'wish', 'filter', 'well', 'unique', 'love', 'application', 'application', 'nee', 'work', 'do', 'application']",2019-04-04,97669,"Snapchat is so slow. My videos will freeze and I have to delete it. The picture and video quality is bad. I wish the filters were better and more unique. I love this app, but it needs some work done to it.",2,snapshot is so slow my video will freeze and i have to delete snapshot the picture and video quality is bad i wish the filter were better and more unique i love this application but this application need some work done to this application,Michelle Arnold,"[0.021626297577854673, 0.021626297577854673, 0.02652825836216839, 0.024894271434063822, 0.08044982698961935, 0.021626297577854673, 0.02652825836216839, 0.023260284505959246, 0.028162245290272964, 0.023260284505959246, 0.023260284505959246, 0.021626297577854673, 0.03633217993079584, 0.021626297577854673, 0.021626297577854673, 0.023260284505959246, 0.023260284505959246, 0.021626297577854673, 0.03796616685890042, 0.03633217993079584, 0.021626297577854673, 0.03469819300269127, 0.03469819300269127, 0.021626297577854673, 0.021626297577854673, 0.02652825836216839, 0.021626297577854673, 0.04450211457131872, 0.03143021914648211, 0.0330642060745867, 0.028162245290272964, 0.04613610149942329, 0.04286812764321414, 0.02652825836216839]"
288,160113,142521,1,Snapchat,,"['be', 'trophy', 'not', 'view', 'streak', 'friend', 'new', 'update', 'suck']",2019-04-04,97673,where is trophy??? and why cant i view 💯streaks with my friends???? this new update sucks,1,where is trophy and why can not i view streak with my friend this new update suck,husna zulkefli,"[0.026260504201680676, 0.026260504201680676, 0.03816526610644258, 0.026260504201680676, 0.04213352007469655, 0.026260504201680676, 0.02824463118580766, 0.026260504201680676, 0.026260504201680676, 0.040149393090569564, 0.026260504201680676, 0.02824463118580766, 0.026260504201680676, 0.04411764705882353, 0.026260504201680676, 0.026260504201680676, 0.02824463118580766, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.04411764705882353, 0.046101774042950516, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676, 0.030228758169934648, 0.026260504201680676, 0.026260504201680676, 0.026260504201680676]"
289,160116,142524,1,Snapchat,,"['do', 'not', 'load', 'time']",2019-04-04,97678,don't load all the time.,3,do not load all the time,Beautifully Mo3,"[0.02774694783573808, 0.02774694783573808, 0.04661487236403997, 0.02774694783573808, 0.02774694783573808, 0.029843383894438292, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.03193981995313851, 0.02774694783573808, 0.02774694783573808, 0.04242200024663956, 0.02774694783573808, 0.02774694783573808, 0.036132692070538916, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.03193981995313851, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.03193981995313851, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808]"
290,160118,142526,1,Snapchat,,"['not', 'open', 'map', 'location', 'be', 'show', 'people']",2019-04-05,97688,I can't open my map.... But my location is shown to people 🙄,4,i can not open my map but my location is shown to people,Vaishali Bhonsle,"[0.029290728637133882, 0.029290728637133882, 0.0272331154684096, 0.05192447349310097, 0.0272331154684096, 0.029290728637133882, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096, 0.03546356814330672, 0.029290728637133882, 0.0272331154684096, 0.0272331154684096, 0.03957879448075528, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096, 0.037521181312031, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096, 0.03134834180585816, 0.0272331154684096, 0.03134834180585816, 0.0272331154684096, 0.029290728637133882, 0.0272331154684096, 0.0272331154684096, 0.0272331154684096]"
291,160121,142529,1,Snapchat,,"['not', 'install', 'application', 'do', 'not', 'know']",2019-04-05,97698,i cant install the application i dont know why !?,1,i can not install the application i do not know why,Nutaila Alblushia,"[0.026737967914438516, 0.026737967914438516, 0.03885918003565064, 0.026737967914438516, 0.0449197860962567, 0.026737967914438516, 0.030778371954842558, 0.0348187759952466, 0.028758169934640535, 0.028758169934640535, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.059061200237670836, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.028758169934640535, 0.026737967914438516, 0.028758169934640535, 0.026737967914438516, 0.0348187759952466, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516, 0.026737967914438516]"
292,160122,142530,1,Snapchat,,"['do', 'not', 'get', 'update', 'snap', 'not', 'cool', 'priceless']",2019-04-05,97699,"i do not get any 1 year ago update snaps. not cool, those are priceless.:(",2,i do not get any year ago update snap not cool those are priceless,ok then what,"[0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.0355463822956083, 0.04139433551198258, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.0355463822956083, 0.027749111340442615, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.055039559683522525, 0.027749111340442615, 0.043343653250774, 0.025799793601651192, 0.025799793601651192, 0.027749111340442615, 0.025799793601651192, 0.027749111340442615, 0.025799793601651192, 0.027749111340442615, 0.027749111340442615, 0.025799793601651192, 0.025799793601651192, 0.02969842907923404, 0.02969842907923404, 0.03164774681802546, 0.04139433551198258, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192, 0.025799793601651192]"
293,160123,142531,1,Snapchat,,"['update', 'be', 'not', 'good']",2019-04-05,97701,the update is not good,1,the update is not good,Norman Hamdan,"[0.029843383894438292, 0.029843383894438292, 0.02774694783573808, 0.02774694783573808, 0.036132692070538916, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.029843383894438292, 0.02774694783573808, 0.02774694783573808, 0.04242200024663955, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.029843383894438292, 0.02774694783573808, 0.02774694783573808, 0.03403625601183871, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.03822912812923913, 0.0319398199531385, 0.029843383894438292, 0.029843383894438292, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808, 0.02774694783573808]"
294,160124,142532,1,Snapchat,,"['unable', 'save', 'story', 'whole', 'edit', 'previous', 'story', 'save', 'disappointment']",2019-04-05,97704,Unable to save my story as a whole or edit previous stories saved. Disappointment.,1,unable to save my story a a whole or edit previous story saved disappointment,Isabel Marquez,"[0.025354969574036507, 0.025354969574036507, 0.042596348884381324, 0.04834347532116293, 0.025354969574036507, 0.025354969574036507, 0.027270678386297043, 0.027270678386297043, 0.025354969574036507, 0.029186387198557578, 0.03684922244759972, 0.025354969574036507, 0.025354969574036507, 0.025354969574036507, 0.025354969574036507, 0.027270678386297043, 0.025354969574036507, 0.033017804823078645, 0.027270678386297043, 0.025354969574036507, 0.027270678386297043, 0.027270678386297043, 0.027270678386297043, 0.027270678386297043, 0.025354969574036507, 0.027270678386297043, 0.038764931259860254, 0.029186387198557578, 0.025354969574036507, 0.027270678386297043, 0.025354969574036507, 0.025354969574036507, 0.04451205769664186, 0.04451205769664186]"
295,160126,142534,1,Snapchat,,"['lately', 'have', 'be', 'having_trouble', 'view', 'story', 'story', 'be', 'glitch', 'arnot', 'able', 'tell', 'story', 'actually', 'post', 'correctly', 'mute', 'snap', 'watch', 'story', 'story', 'not', 'muted', 'watch', 'story', 'story', 'mute', 'do', 'not', 'know', 'be', 'reay', 'post', 'snap', 'story', 'go', 'black', 'not', 'watch', 'story', 'repeat', 'certain', 'snap', 'multiple', 'time', 'not', 'let', 'click', 'story', 'have', 'uninstale', 'amd', 'instal', 'story', 'do', 'not', 'know', 'else', 'do', 'meeting', 'frustrated']",2019-04-05,97707,lately ive been having ttouble viewing my own story. its been very glitchy. im not able to tell if its actually posting correctly. i mute some snaps but then watch my story and its not muted. then watch it again and its muted. idk which is reay posted. after a few snaps it goes black and cant watvh my whole story. will repeat certain snaps multiple times and wont let me click through it. ive uninstalled amd reinstalled it and idk what else to do but im getting frustrated.,2,lately i have been having trouble viewing my own story my own story been very glitch i arnot able to tell if my own story actually posting correctly i mute some snap but then watch my story and my own story not muted then watch my own story again and my own story muted i do not know which is reay posted after a few snap my own story go black and can not watch my own story will repeat certain snap multiple time and will not let me click through my own story i have uninstaled amd installed my own story and i do not know what else to do but i meeting frustrated,Desirae Adele,"[0.031234288587229757, 0.01520864756158874, 0.019482151835093012, 0.11884112619406736, 0.016277023629964808, 0.024824032176973352, 0.017345399698340876, 0.030165912518853696, 0.01520864756158874, 0.017345399698340876, 0.01520864756158874, 0.01520864756158874, 0.02055052790346908, 0.07290095525389644, 0.017345399698340876, 0.019482151835093012, 0.0568753142282554, 0.018413775766716944, 0.014140271493212671, 0.016277023629964808, 0.024824032176973352, 0.03550779286073403, 0.014140271493212671, 0.026960784313725488, 0.026960784313725488, 0.02589240824534942, 0.02589240824534942, 0.019482151835093012, 0.018413775766716944, 0.07290095525389644, 0.018413775766716944, 0.01520864756158874, 0.03978129713423831, 0.0632855706385118]"
296,160129,142537,1,Snapchat,,"['do', 'not', 'get', 'notification', 'have', 'receive', 'snap', 'really', 'annoying']",2019-04-05,97720,i dont get any notifications that i have received a snap and its really annoying,2,i do not get any notification that i have received a snap and its really annoying,Katelyn Dwyer,"[0.04259634888438135, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.04259634888438135, 0.02535496957403652, 0.034933513635339204, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.02727067838629706, 0.0560063105702051, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.04451205769664189, 0.02727067838629706, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.02535496957403652, 0.029186387198557595, 0.02535496957403652, 0.034933513635339204, 0.029186387198557595, 0.04259634888438135, 0.02535496957403652, 0.02727067838629706, 0.02727067838629706, 0.02727067838629706]"
297,160141,142549,1,Snapchat,,"['poor', 'video', 'picture', 'quality']",2019-04-05,97742,poor video and picture quality,1,poor video and picture quality,Jordon Swain,"[0.02723311546840959, 0.02723311546840959, 0.03546356814330671, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.03340595497458243, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.029290728637133875, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.03546356814330671, 0.029290728637133875, 0.02723311546840959, 0.037521181312030985, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.03546356814330671, 0.03340595497458243, 0.02723311546840959, 0.02723311546840959, 0.02723311546840959, 0.029290728637133875, 0.045751633986928116, 0.029290728637133875]"
298,160149,142557,1,Snapchat,,"['snapshot', 'application', 'be', 'really', 'fun', 'snapshot', 'application', 'be', 'not', 'working_properly', 'filter', 'not', 'appear', 'face', 'could', 'see', 'snapshot', 'application']",2019-04-06,97759,hey this snapchat app is really fun... but my snapchat app is not working properly filters are not appearing on my face.... could you please see to it,2,hey this snapshot application is really fun but my snapshot application is not working properly filter are not appearing on my face could you please see to my snapshot application,Priyanshi Bisaria,"[0.02334267040149393, 0.02334267040149393, 0.044506691565515094, 0.02334267040149393, 0.07096171802054153, 0.02510633883182903, 0.03568834941383961, 0.0392156862745098, 0.02687000726216413, 0.02334267040149393, 0.02334267040149393, 0.02334267040149393, 0.02334267040149393, 0.053325033717190565, 0.02510633883182903, 0.0392156862745098, 0.02334267040149393, 0.02334267040149393, 0.02334267040149393, 0.02510633883182903, 0.02334267040149393, 0.02334267040149393, 0.02334267040149393, 0.02334267040149393, 0.02510633883182903, 0.02510633883182903, 0.02334267040149393, 0.03039734412283432, 0.02510633883182903, 0.02510633883182903, 0.03039734412283432, 0.0409793547048449, 0.02334267040149393, 0.0392156862745098]"
299,160150,142558,1,Snapchat,,"['finally', 'update', 'new', 'interface', 'however', 'camera', 'look', 'back', 'camera', 'be', 'zoom', 'not', 'figure', 'get', 'zoom']",2019-04-06,97760,"I finally updated and I like the new interface, however, both cameras are the same. It looks like the back camera is zoomed in and I can't figure out how to get it to zoom out.",3,i finally updated and i like the new interface however both camera are the same it look like the back camera is zoomed in and i can not figure out how to get it to zoom out,Amanda Gonzalez,"[0.023719165085388988, 0.023719165085388988, 0.02551127978072949, 0.02730339447606999, 0.036263967952772494, 0.02551127978072949, 0.034471853257431996, 0.036263967952772494, 0.034471853257431996, 0.02730339447606999, 0.02551127978072949, 0.02730339447606999, 0.029095509171410492, 0.057769344296858496, 0.023719165085388988, 0.023719165085388988, 0.029095509171410492, 0.023719165085388988, 0.023719165085388988, 0.023719165085388988, 0.023719165085388988, 0.023719165085388988, 0.02551127978072949, 0.05060088551549649, 0.0470166561248155, 0.023719165085388988, 0.041640312038793995, 0.023719165085388988, 0.02730339447606999, 0.034471853257431996, 0.02551127978072949, 0.023719165085388988, 0.023719165085388988, 0.023719165085388988]"
