level_0,index,Unnamed: 0,Bug_report,appTitle,bug_report,comment,date,id,original_text,score,text,userName,Unnamed: 12,Unnamed: 13,topic_distribution
1089,178745,161153,1,Whatsapp,,"['terrible', 'delete', 'convoy', 'status', 'message', 'do', 'not', 'even', 'see', 'status', 'update']",2019-04-03,39090,terrible it deletes my convos and status messages I don't even see my own status update,1,terrible it deletes my convoy and status message i do not even see my own status update,Phumzile November,,,"[0.029239766081871354, 0.04873294346978561, 0.029239766081871354, 0.029239766081871354, 0.046783625730994184, 0.029239766081871354, 0.029239766081871354, 0.046783625730994184, 0.029239766081871354, 0.03118908382066278, 0.029239766081871354, 0.0331384015594542, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.04873294346978561, 0.029239766081871354, 0.046783625730994184, 0.05263157894736846, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.029239766081871354, 0.03118908382066278]"
1090,178746,161154,1,Whatsapp,,"['application', 'be', 'time', 'take', 'not', 'work', 'study', 'be']",2019-04-05,39092,this app is very time taken so i can't work on my study's,1,this application is very time taken so i can not work on my study is,A Google User,,,"[0.030303030303030307, 0.030303030303030307, 0.03232323232323232, 0.030303030303030307, 0.040404040404040414, 0.030303030303030307, 0.030303030303030307, 0.03232323232323232, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.04444444444444447, 0.04848484848484851, 0.030303030303030307, 0.03232323232323232, 0.05050505050505053, 0.030303030303030307, 0.03232323232323232, 0.030303030303030307, 0.03232323232323233, 0.04444444444444447, 0.030303030303030307, 0.03434343434343435, 0.030303030303030307]"
1091,178747,161155,1,Whatsapp,,"['last', 'update', 'have', 'many', 'ad', 'dna', 'always', 'irritate']",2019-04-02,39093,From last update i have too many ads... i dnt like it.. it always irritating me..,3,from last update i have too many ad i dna like it it always irritating me,Nandhu Nanz,,,"[0.032921810699588466, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.032921810699588466, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.04732510288065844, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.04938271604938272, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.0411522633744856, 0.03086419753086419, 0.034979423868312744, 0.03086419753086419, 0.03086419753086419, 0.051440329218107, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419]"
1092,178748,161156,1,Whatsapp,,"['be', 'work', 'messenger', 'be', 'require', 'problem', 'voice', 'break']",2019-04-01,39094,when whatsApp is working why messenger is required. only one problem voice breaking,3,when whatsit is working why messenger is required only one problem voice breaking,Srirama Murthi,,,"[0.06262626262626265, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.04848484848484851, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.03232323232323233, 0.030303030303030307, 0.03434343434343435, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.04646464646464649, 0.030303030303030307, 0.030303030303030307, 0.030303030303030307, 0.04646464646464649, 0.030303030303030307, 0.03232323232323232, 0.030303030303030307]"
1093,178750,161158,1,Whatsapp,,"['update', 'contact', 'name', 'go', 'have', 'try', 'add', 'widget', 'add', 'shortcut', 'application', 'update', 'show', 'person', 'be', 'phone', 'number', 'rather', 'phone', 'number', 'name', 'result', 'be', 'imagine', 'annoy', 'be', 'digit', 'instead', 'name', 'contact', 'do', 'not', 'have', 'profile', 'picture', 'person', 'problem', 'have', 'not', 'change', 'phone', 'set', 'otherwise', 'application', 'be', 'pretty', 'good']",2019-04-01,39096,"Since update contact names are gone. I have tried to add via widget and via the ""add shortcut"" within the app and both (since the update) now shows the person's phone number rather their name. Result is the same. As you can imagine how annoying it is...13 digits instead of a name!! Plus some of my contacts dont have profile pictures. Am I the only person with this problem? I haven't changed any other phone settings. Otherwise the app is pretty good.",2,since update contact name are gone i have tried to add via widget and via the add shortcut within the application and both since the update now show the person is phone number rather phone number name result is the same a you can imagine how annoying it is digit instead of a name plus some of my contact do not have profile picture am i the only person with this problem i have not changed any other phone setting otherwise the application is pretty good,Yin W,,,"[0.03387533875338753, 0.044715447154471545, 0.024390243902439025, 0.020325203252032516, 0.03387533875338754, 0.020325203252032516, 0.021680216802168018, 0.03387533875338754, 0.021680216802168018, 0.020325203252032516, 0.021680216802168018, 0.06504065040650406, 0.046070460704607054, 0.04200542005420054, 0.05420054200542005, 0.02303523035230352, 0.021680216802168018, 0.021680216802168018, 0.021680216802168018, 0.02845528455284553, 0.055555555555555546, 0.046070460704607054, 0.04607046070460704, 0.04336043360433605, 0.020325203252032516, 0.025745257452574527, 0.04200542005420054, 0.03658536585365854, 0.03523035230352304, 0.02845528455284553]"
1094,178754,161162,1,Whatsapp,,"['new', 'update', 'be', 'not', 'good', 'be', 'notification', 'sound', 'work', 'even', 'message', 'notification', 'not', 'show', 'notification', 'bar', 'have', 'open', 'individually', 'want', 'check', 'message', 'kindly', 'fix', 'issue']",2019-04-06,39100,"new update is not good. there is no notification sound working and even WhatsApp message notification not shown on my notification bar, i have to open WhatsApp individually when i want to check the messages. kindly fix this issue.",1,new update is not good there is no notification sound working and even whatsit message notification not shown on my notification bar i have to open whatsit individually when i want to check the message kindly fix this issue,Raman Bajwa,,,"[0.02450980392156862, 0.04575163398692811, 0.026143790849673196, 0.037581699346405234, 0.04084967320261438, 0.02450980392156862, 0.027777777777777773, 0.02450980392156862, 0.02450980392156862, 0.0326797385620915, 0.034313725490196074, 0.0833333333333333, 0.02450980392156862, 0.02450980392156862, 0.034313725490196074, 0.026143790849673196, 0.02450980392156862, 0.02450980392156862, 0.035947712418300644, 0.05228758169934641, 0.026143790849673196, 0.05392156862745098, 0.02941176470588235, 0.026143790849673196, 0.02450980392156862, 0.02450980392156862, 0.037581699346405234, 0.04084967320261438, 0.027777777777777773, 0.03594771241830065]"
1095,178755,161163,1,Whatsapp,,"['mean', 'be', 'not', 'bad', 'thing', 'be', 'not', 'add', 'notification', 'kington', 'thing', 'doe', 'not', 'appear', 'usual', 'list', 'have', 'choose', 'thing', 'add', 'thing', 'hope', 'problem', 'would', 'solve', 'soon_possible', 'also', 'sometimes', 'want', 'voice', 'record', 'group', 'problem', 'would', 'automatically', 'delete', 'problem', 'release', 'record', 'button', 'be', 'probably', 'bug', 'do', 'still', 'insist', 'custom', 'add', 'kington', 'notification', 'problem', 'be', 'solve']",2019-04-05,39101,"I mean it's not that Bad. But the thing is I can't add my own notification ringtone anymore. And now it does not appear in the usual list after you have chosen it and added it. Please I hope this problem would be solved as Soon as possible. Also (sometimes*) when I want to voice record in a Group Chat, it would automatically delete itself after I release the record button. It's probably a bug. But I do still insist that The custom adding of ringtone notification problem is solved.",4,i mean it is not that bad but the thing is i can not add my own notification kington anymore and now the thing doe not appear in the usual list after you have chosen the thing and added the thing please i hope this problem would be solved a soon a possible also sometimes when i want to voice record in a group chat this problem would automatically delete this problem after i release the record button it is probably a bug but i do still insist that the custom adding of kington notification problem is solved,Aiman Nifail,,,"[0.06872852233676977, 0.05269186712485682, 0.02405498281786942, 0.01718213058419244, 0.0320733104238259, 0.021764032073310426, 0.04009163802978237, 0.04467353951890035, 0.019473081328751432, 0.021764032073310426, 0.041237113402061855, 0.07101947308132875, 0.020618556701030927, 0.018327605956471937, 0.049255441008018326, 0.020618556701030927, 0.028636884306987413, 0.019473081328751432, 0.06071019473081329, 0.01718213058419244, 0.01718213058419244, 0.051546391752577324, 0.018327605956471937, 0.024054982817869417, 0.05383734249713631, 0.03550973654066439, 0.04123711340206186, 0.02749140893470791, 0.019473081328751432, 0.021764032073310426]"
1096,178757,161165,1,Whatsapp,,"['dear', 'team', 'would', 'like', 'inform', 'live', 'location', 'sharing', 'facility', 'be', 'useless', 'not', 'share', 'location', 'properly', 'everytime', 'create', 'lot', 'confusion', 'hence', 'be', 'need', 'work', 'get', 'resolve']",2019-04-05,39103,"Dear team, I would like to inform you that, the live location sharing facility is useless. as it wont share the location properly everytime. it creates lots of confusion. hence, there is need to work on it and get this resolved.",2,dear team i would like to inform you that the live location sharing facility is useless a it will not share the location properly everytime it creates lot of confusion hence there is need to work on it and get this resolved,pankaj shukla,,,"[0.05164319248826292, 0.031298904538341166, 0.025039123630672924, 0.025039123630672924, 0.023474178403755864, 0.025039123630672927, 0.0375586854460094, 0.04851330203442881, 0.023474178403755864, 0.023474178403755864, 0.025039123630672924, 0.03286384976525822, 0.023474178403755864, 0.025039123630672927, 0.045383411580594696, 0.035993740219092345, 0.023474178403755864, 0.02816901408450705, 0.026604068857589987, 0.025039123630672927, 0.03912363067292646, 0.04851330203442881, 0.03442879499217528, 0.0375586854460094, 0.032863849765258225, 0.045383411580594696, 0.05633802816901409, 0.025039123630672924, 0.025039123630672924, 0.05007824726134587]"
1097,178759,161167,1,Whatsapp,,"['do', 'not', 'know', 'suddenly', 'happen', 'messenger', 'messenger', 'tell', 'messenger', 'not', 'play', 'voice', 'note', 'try', 'later', 'fix', 'issue']",2019-04-02,39105,i dont know what suddenly happened to this messanger it now tells me it can't play voice notes i should try again later. fix your issues please!,1,i do not know what suddenly happened to this messenger this messenger now tell me this messenger can not play voice note i should try again later fix your issue please,ALFREDO EVANDER,,,"[0.033509700176366855, 0.02821869488536155, 0.02645502645502645, 0.02645502645502645, 0.029982363315696647, 0.02821869488536155, 0.04409171075837743, 0.02645502645502645, 0.02821869488536155, 0.02645502645502645, 0.02645502645502645, 0.02821869488536155, 0.02645502645502645, 0.029982363315696647, 0.029982363315696647, 0.031746031746031744, 0.02645502645502645, 0.02821869488536155, 0.02645502645502645, 0.035273368606701945, 0.02645502645502645, 0.061728395061728406, 0.061728395061728406, 0.02821869488536155, 0.02645502645502645, 0.04056437389770724, 0.056437389770723115, 0.02645502645502645, 0.04585537918871253, 0.03880070546737214]"
1098,178761,161169,1,Whatsapp,,"['time', 'still', 'not', 'easily', 'transfer', 'backup', 'apple', 'android', 'must', 'have', 'incompetent', 'software', 'developer', 'work', 'application', 'change', 'have', 'be', 'perfect', 'long', 'ago']",2019-04-05,39107,after all this time still cannot easily transfer backup from Apple to Android. Must have the most incompetent software developers working on this app. Change that should have been perfected long ago.,1,after all this time still can not easily transfer backup from apple to android must have the most incompetent software developer working on this application change that should have been perfected long ago,A Google User,,,"[0.0380952380952381, 0.03968253968253969, 0.02539682539682539, 0.0238095238095238, 0.046031746031746035, 0.0380952380952381, 0.0380952380952381, 0.04920634920634921, 0.0238095238095238, 0.0238095238095238, 0.0380952380952381, 0.05714285714285714, 0.0238095238095238, 0.026984126984126982, 0.0238095238095238, 0.0238095238095238, 0.0238095238095238, 0.03492063492063493, 0.0380952380952381, 0.0238095238095238, 0.0238095238095238, 0.03968253968253969, 0.042857142857142864, 0.04920634920634921, 0.0238095238095238, 0.03650793650793651, 0.03492063492063492, 0.02539682539682539, 0.0238095238095238, 0.03968253968253969]"
1099,178763,161171,1,Whatsapp,,"['suddenly', 'block', 'ban', 'number', 'use', 'someone', 'else', 'try', 'log', 'number', 'suddenly', 'be', 'ban', 'use', 'already', 'send', 'email', 'guy', 'time', 'get', 'reply', 'number', 'be', 'week', 'already', 'still', 'not', 'use', 'terrible', 'cust', 'service', 'guy', 'unbanned', 'number', 'rate', 'star']",2019-04-01,39109,they suddently blocking and banned my number for using whatsapp. someone else try to log in my whatsapp then it suddenly bein banned for using whatsapp. already send an email to ur guys a 100 time but got no reply. now its been 3 weeks already. and i still cant use whatsapp. what a terrible cust service u guys had. unbanned my number an i rate it 5 star,1,they suddenly blocking and banned my number for using whatsit someone else try to log in my whatsit then my number suddenly been banned for using whatsit already send an email to you are guy a time but got no reply now my number been week already and i still can not use whatsit what a terrible cust service you guy had unbanned my number an i rate it star,YStation TV,,,"[0.04385964912280703, 0.021929824561403508, 0.021929824561403508, 0.027777777777777787, 0.09064327485380116, 0.023391812865497078, 0.0365497076023392, 0.021929824561403508, 0.021929824561403508, 0.024853801169590645, 0.03801169590643276, 0.058479532163742694, 0.030701754385964914, 0.023391812865497078, 0.052631578947368425, 0.023391812865497078, 0.02339181286549708, 0.03801169590643276, 0.035087719298245626, 0.024853801169590645, 0.03216374269005849, 0.035087719298245626, 0.05409356725146199, 0.021929824561403508, 0.023391812865497078, 0.026315789473684213, 0.023391812865497078, 0.03362573099415205, 0.03654970760233919, 0.030701754385964924]"
1100,178765,161173,1,Whatsapp,,"['application', 'work', 'excellently', 'recently', 'have', 'come', 'problem', 'many', 'people', 'face', 'be', 'unload', 'gallery', 'image', 'get', 'blur', 'unloading', 'do', 'look', 'issue']",2019-04-07,39111,"The app works excellently. Recently, I've come across a problem that many people are facing, which is while uploading a whatsapp dp from the gallery, the image gets blurred after uploading. Please do look into this issue.",4,the application work excellently recently i have come across a problem that many people are facing which is while unloading a whatsit dp from the gallery the image get blurred after unloading please do look into this issue,jatin mulchandani,,,"[0.059259259259259275, 0.027777777777777773, 0.027777777777777773, 0.02962962962962963, 0.03518518518518519, 0.03703703703703704, 0.027777777777777773, 0.04259259259259261, 0.029629629629629627, 0.04259259259259261, 0.03703703703703704, 0.05740740740740742, 0.029629629629629627, 0.027777777777777773, 0.038888888888888896, 0.027777777777777773, 0.027777777777777773, 0.027777777777777773, 0.031481481481481485, 0.027777777777777773, 0.029629629629629627, 0.027777777777777773, 0.027777777777777773, 0.03333333333333334, 0.029629629629629627, 0.027777777777777773, 0.0351851851851852, 0.03703703703703705, 0.031481481481481485, 0.027777777777777773]"
1101,178766,161174,1,Whatsapp,,"['be', 'anoyingsince', 'update', 'new', 'updatethis', 'new', 'update', 'keep', 'disappear', 'phonetic', 'first', 'time', 'new', 'update', 'disappear', 'think', 'someone', 'mistakenly', 'uninstale', 'new', 'updatebut', 'new', 'update', 'keep', 'disappear', 'hour', 'instalingthis', 'be', 'force', 'keep', 'download', 'instal', 'new', 'update', 'day', 'be', 'annoy', 'well', 'fix', 'otherwise', 'opt', 'fm']",2019-04-06,39112,"It is very annoying.Since I updated to this new update,it keeps on disappearing from my phone.The first time it disappeared,I thought someone had mistakenly uninstalled it,but it kept on disappearing after some hours of installing.This is forcing me to keep on downloading and installing it each and every day which is very annoying!!! YOU BETTER FIX THIS, OTHERWISE I'LL OPT FOR FM WHATSAPP OR WHATSAPP GB.",1,it is very anoyingsince i updated to this new updatethis new update keep on disappearing from my phonetic first time this new update disappeared thought someone had mistakenly uninstaled this new updatebut this new update kept on disappearing after some hour of instalingthis is forcing me to keep on downloading and installing this new update each and every day which is very annoying you better fix this otherwise i will opt for fm whatsit or whatsit gb,Frackson Gama,,,"[0.029535864978902954, 0.043600562587904367, 0.022503516174402247, 0.07172995780590716, 0.04360056258790436, 0.022503516174402247, 0.03375527426160338, 0.03375527426160338, 0.021097046413502102, 0.021097046413502102, 0.06751054852320675, 0.03516174402250352, 0.03375527426160338, 0.022503516174402247, 0.047819971870604785, 0.022503516174402247, 0.06188466947960618, 0.040787623066104076, 0.021097046413502102, 0.022503516174402247, 0.03938115330520394, 0.021097046413502102, 0.02390998593530239, 0.021097046413502102, 0.030942334739803096, 0.030942334739803096, 0.03656821378340366, 0.03516174402250352, 0.021097046413502102, 0.021097046413502102]"
1102,178768,161176,1,Whatsapp,,"['help', 'keep', 'crash', 'error', 'message', 'unfortunately', 'stop', 'have', 'update', 'late', 'version', 'problem', 'still', 'persist', 'assist']",2019-04-01,39115,"Please help, my whatsapp keep crashing, with error message:- ""Unfortunately WhatsApp has stopped"", i have updated to the latest version but the problem still persist. Please assist.",2,please help my whatsit keep crashing with error message unfortunately whatsit has stopped i have updated to the latest version but the problem still persist please assist,chidi madu,,,"[0.05100182149362479, 0.03825136612021858, 0.029143897996357013, 0.0273224043715847, 0.036429872495446276, 0.029143897996357013, 0.03825136612021858, 0.03278688524590165, 0.0273224043715847, 0.0273224043715847, 0.0273224043715847, 0.04371584699453553, 0.029143897996357013, 0.030965391621129327, 0.0273224043715847, 0.0273224043715847, 0.038251366120218594, 0.03642987249544627, 0.029143897996357013, 0.0528233151183971, 0.040072859744990905, 0.0273224043715847, 0.029143897996357016, 0.029143897996357013, 0.0273224043715847, 0.0273224043715847, 0.03278688524590164, 0.05100182149362479, 0.0273224043715847, 0.029143897996357016]"
1103,178770,161178,1,Whatsapp,,"['convert', 'perfectly_fine', 'webb', 'png', 'file', 'mushy', 'jpeg', 'also', 'chat', 'backup', 'be', 'traditional', 'goole', 'drive', 'copy', 'encryption', 'lose', 'sync', 'web', 'time', 'internet', 'work', 'message', 'info', 'doe', 'not', 'show', 'message', 'info', 'grin', 'size', 'store', 'medium', 'also', 'delete', 'message', 'encrypt', 'program', 'storage', 'access', 'read', 'doe', 'not', 'retry', 'image', 'load']",2019-04-01,39117,"Converts perfectly fine webp and png files to mushy jpeg. Also the chat backup is only via traditional google drive copy without encryption. Loses sync to WhatsApp web all the time (yes, my Internet works). ""Message info"" doesn't show message info (e.g. size). Stores all media (also from deleted messages) unencrypted for all programs with Storage access to read. Doesn't retry image uploads.",1,convert perfectly fine webb and png file to mushy jpeg also the chat backup is only via traditional goole drive copy without encryption loses sync to whatsit web all the time yes my internet work message info doe not show message info grin size store all medium also from deleted message encrypted for all program with storage access to read doe not retry image load,A Google User,,,"[0.022471910112359557, 0.01997503121098627, 0.03245942571785271, 0.01997503121098627, 0.042446941323345845, 0.05493133583021225, 0.039950062421972556, 0.028714107365792777, 0.01997503121098627, 0.021223470661672916, 0.024968789013732843, 0.031210986267166056, 0.03745318352059927, 0.05493133583021225, 0.04119850187265919, 0.04119850187265919, 0.01997503121098627, 0.03495630461922599, 0.021223470661672916, 0.05493133583021225, 0.033707865168539346, 0.04369538077403248, 0.023720349563046205, 0.033707865168539346, 0.033707865168539346, 0.05617977528089889, 0.04619225967540576, 0.022471910112359564, 0.023720349563046205, 0.01872659176029963]"
1104,178771,161179,1,Whatsapp,,"['application', 'be', 'overall', 'good', 'issue', 'face', 'be', 'frequently', 'update', 'notification', 'month', 'need', 'update', 'twice', 'dear', 'team', 'could', 'fix', 'problem']",2019-04-01,39118,This app is overall good. Only issue I face is frequently update notifications. In month I need to update my whatsApp twice. Dear WhatsApp team could you fix the problem?,3,this application is overall good only issue i face is frequently update notification in month i need to update my whatsit twice dear whatsit team could you fix the problem,Dhyey Bhatt,,,"[0.04735883424408016, 0.045537340619307844, 0.027322404371584695, 0.029143897996357013, 0.041894353369763215, 0.03825136612021858, 0.027322404371584695, 0.05464480874316941, 0.029143897996357013, 0.027322404371584695, 0.027322404371584695, 0.06010928961748636, 0.029143897996357013, 0.029143897996357013, 0.0400728597449909, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.027322404371584695, 0.029143897996357013, 0.029143897996357013, 0.027322404371584695, 0.027322404371584695, 0.030965391621129327, 0.029143897996357016, 0.027322404371584695, 0.04007285974499089, 0.029143897996357013, 0.040072859744990905, 0.027322404371584695]"
1105,178779,161187,1,Whatsapp,,"['video', 'call', 'not', 'go', 'properly']",2019-04-03,39127,Video calling not going properly,1,video calling not going properly,DAS Updates,,,"[0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.04938271604938272, 0.03086419753086419, 0.032921810699588466, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.04732510288065844, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.032921810699588466, 0.04732510288065844, 0.04938271604938272, 0.03086419753086419, 0.03086419753086419]"
1106,178780,161188,1,Whatsapp,,"['change', 'phone', 'old', 'chat', 'disappear']",2019-04-02,39128,when i change the phone the old chats disappeared,1,when i change the phone the old chat disappeared,Akram Wagih,,,"[0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145, 0.05031446540880505, 0.031446540880503145, 0.031446540880503145, 0.06918238993710693, 0.031446540880503145, 0.031446540880503145, 0.031446540880503145]"
1107,178782,161190,1,Whatsapp,,"['voice', 'call', 'not', 'active', 'jordan']",2019-04-02,39130,Voice calls are not active in Jordan,4,voice call are not active in jordan,esra'a alassaf,,,"[0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.04938271604938272, 0.03086419753086419, 0.032921810699588466, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.04732510288065844, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.04938271604938272, 0.04938271604938272, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419]"
1108,178784,161192,1,Whatsapp,,"['dude', 'happen', 'application', 'suck']",2019-04-01,39132,dude what happen this app very sucks,3,dude what happen this application very suck,kharys cahya Risjad,,,"[0.03292181069958846, 0.030864197530864182, 0.030864197530864182, 0.049382716049382706, 0.039094650205761305, 0.030864197530864182, 0.04732510288065843, 0.0390946502057613, 0.030864197530864182, 0.030864197530864182, 0.04320987654320987, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.03497942386831274, 0.030864197530864182, 0.03497942386831274, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182, 0.030864197530864182]"
1109,178792,161200,1,Whatsapp,,"['update', 'be', 'disaster']",2019-04-04,39141,With the update it's a disaster,2,with the update it is a disaster,Edgar Y,,,"[0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.03485838779956427, 0.04357298474945534, 0.0326797385620915, 0.0326797385620915, 0.0392156862745098, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915, 0.0326797385620915]"
1110,178793,161201,1,Whatsapp,,"['notification', 'error', 'notification', 'be', 'problem']",2019-04-04,39142,Notification error Notification is very problem,3,notification error notification is very problem,Bhoomiraju Uppalancha,,,"[0.04320987654320988, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.06584362139917695, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.034979423868312744, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.03086419753086419, 0.032921810699588466, 0.03703703703703704, 0.03086419753086419, 0.045267489711934165, 0.03086419753086419, 0.03086419753086419]"
1111,178795,161203,1,Whatsapp,,"['poor', 'horrible', 'experience']",2019-04-02,39144,"poor , horrible experience",1,poor horrible experience,Najia Elk,,,"[0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.051282051282051294, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.051282051282051294, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204]"
1112,178796,161204,1,Whatsapp,,"['not', 'work', 'galaxy']",2019-04-03,39145,not q work on my glaxy,5,not q work on my galaxy,Bhai Log,,,"[0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.051282051282051294, 0.03205128205128204, 0.051282051282051294, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204, 0.03205128205128204]"
1113,178799,161207,1,Whatsapp,,"['try', 'sand', 'message', 'friend', 'not', 'work', 'last', 'hour']",2019-04-02,39149,im trying sand msg to my friend but whatsapp ia not worjing from last 12hour,1,i trying sand message to my friend but whatsit ia not working from last hour,Technology Tricks,,,"[0.029239766081871347, 0.040935672514619895, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.033138401559454196, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.033138401559454196, 0.029239766081871347, 0.03118908382066277, 0.029239766081871347, 0.058479532163742715, 0.03118908382066277, 0.04873294346978559, 0.029239766081871347, 0.029239766081871347, 0.029239766081871347, 0.04288499025341132, 0.03508771929824562, 0.029239766081871347, 0.031189083820662773, 0.05847953216374271]"
1114,178820,161228,1,Whatsapp,,"['become', 'new', 'feature', 'open', 'application', 'contact', 'see', 'online', 'face', 'instagram']",2019-04-04,39173,"In Whatsapp should a become new feature. When we open this app, my contacts should be seen online. Such as in the Facebook & Instagram.",3,in whatsit should a become new feature when we open this application my contact should be seen online such a in the face-on and instagram,Kapil Singh,,,"[0.027777777777777773, 0.027777777777777773, 0.029629629629629624, 0.035185185185185194, 0.038888888888888896, 0.027777777777777773, 0.035185185185185194, 0.0425925925925926, 0.03148148148148148, 0.03333333333333334, 0.035185185185185194, 0.03148148148148148, 0.05000000000000001, 0.027777777777777773, 0.04259259259259259, 0.029629629629629624, 0.03518518518518519, 0.027777777777777773, 0.027777777777777773, 0.027777777777777773, 0.027777777777777773, 0.029629629629629627, 0.040740740740740744, 0.035185185185185194, 0.029629629629629624, 0.0425925925925926, 0.031481481481481485, 0.03148148148148148, 0.027777777777777773, 0.038888888888888896]"
