,tweet-id,timestamp,likes,replies,retweets,Bug_report,text
831,1.11e+18,13-03-2019 17:58,1,0,0,1,like i have been logged out so um can you fix it fast please am having choirmaster withdrawal
832,1.11e+18,15-03-2019 17:30,0,0,0,1,bullshit mark z is just lying z as off to cover up the screw up of z programming staff the problem started about when z made z cute removeundo update to the notification function broke other piece trying to fix other piece broke more worst other piece staff ever
833,1.13e+18,09-05-2019 07:08,4,0,0,0,heidi it is so messed up what happened and i want to say i believe you and you are doing what you have to do i am glad you shared your story tonight it is horrible and gross that this happened to you and what happened between fan and him on the snapshot wishing you the best
834,1.11e+18,27-03-2019 20:49,7,0,0,0,this girl that july everyday on her snapshot is trying to give me an attitude and disrespect me so i going to tell her to fix her nicotine addiction from her flash drive before her try to come for her for absolutely no reason
835,1.11e+18,13-03-2019 18:19,0,0,0,1,shut up and fix it quickly
836,1.11e+18,11-03-2019 13:56,3,0,0,0,you know its bad when the employee in part dept come up to you and say brush you were all over snapshot saturday
837,1.12e+18,26-04-2019 23:19,0,0,0,0,atuser me start to watch a video on face-on face-on video ad will start soon me go to different video failfuckads
838,1.12e+18,26-04-2019 20:58,0,0,0,1,atuser translation sailor a secret message translation fails dailyfail loll
839,1.11e+18,02-04-2019 17:00,0,1,0,0,i am a local guide level i have different contribution includes more than review and almost pic in my acounthis morning i have got a very bad surprise that my local guide is account has been suspended without any reasonplease help me to reactivate my account again
840,1.09e+18,08-02-2019 20:39,0,0,0,1,atuser i just uninstaled messenger i can not find a fix for my issue messenger all of a sudden started thinking my first language is french keep autocorecting from my english typing into french it is impossible to use the application my setting i
841,1.09e+18,02-02-2019 11:19,5,3,0,0,just realised that someone i used to call a best friend for a good few year unaided me on snapshot there no bad blood whatsoever girl what i do ok its whatever i guess
842,1.11e+18,14-03-2019 01:34,0,0,0,1,this is very frustrating for those of u losing revenue because u use face-on for our business not impressed
843,1.13e+18,21-05-2019 17:49,1,0,0,0,hey atuser what happened to that face swap filter that was funny especially if you enjoy mimicking voice definitely way more fun than looking like a girl with bad hair snapshot snapchatfilters
844,1.12e+18,04-05-2019 06:55,0,0,0,1,atuser i am having trouble verifying my phone number for whatsit please help
845,1.11e+18,18-03-2019 23:03,437,2,9,0,for some reason i wanted to wear one of justin wv shirt today like really bad and when i opened up my snapshot memory url
846,1.09e+18,09-02-2019 19:28,0,0,0,0,low-key want a bad demon from hell cry and try to be banned from snapshot
847,1.11e+18,14-03-2019 18:18,3,1,1,1,i am still having issue getting a new password and sm authentication code please fix a soon a possible
848,1.13e+18,27-05-2019 18:22,0,0,0,0,since we all got them that them have snapshot nation is here trying to fix snapshot nation relationship with snow
849,1.11e+18,14-03-2019 01:05,0,2,0,1,face-on being down erased all of my picture engagement my nephew first moment everything please fix this
850,1.12e+18,25-04-2019 16:19,868,14,54,0,do not you just love when your a bad bad girl that need to be spanked good thing i have my premium snapshot to make it happen url url url
851,1.11e+18,25-03-2019 17:28,0,0,0,0,snapshot is now close to was snapshot a bad idea to sell my stock
852,1.12e+18,08-04-2019 15:06,23,2,2,0,han zimmer made a lovely score for a bad film i do have to say that bus is so bad bus make man of steel good i do have to say the dual funeral scene in bus has a little grit but otherwise a bad film is a very expensive snapshot story
853,1.12e+18,20-04-2019 15:30,0,0,0,0,atuser so you are white on a native red talking shit to native on a post i say white trash then block why do you think you can do that hope you know you are broke for terrorism have a nice day untcok st amendment is law
854,1.12e+18,24-04-2019 03:32,0,2,0,0,a i gravitate towards snapshot mostly because its so casual i think my second most used would be ig and then twitter i rarely use face-on because i have ton of bad photo from k used to be a big tumble fan but a big tumble fan been hard since they removed the mobile aplicationjachat
855,1.12e+18,12-04-2019 05:49,1,1,0,1,i have broken streak and had to email snapshot plenty of time i am ashamed of myself
856,1.11e+18,11-03-2019 17:05,0,1,0,1,atuser how come certain song glitch out after year of owning it on the song someone to hate by demon hunter at it glitch out and skip part of the song then go back to where it was at every single time
857,1.12e+18,26-04-2019 16:51,0,0,0,1,atuser could you guy for once fix this goddamn bug when playing a video on full screen in messenger and it end the whole thing turn black and you can only get out of that if you kind of press where you think the other convoy are very annoying
858,1.13e+18,14-05-2019 14:15,4,0,0,0,according to snapshot if i would have been born a girl all you hoe would have been in trouble
859,1.13e+18,10-05-2019 05:27,0,0,0,0,i can not to put that snapshot filter on my man so i can see what kind of bad bitch i amfuckin wit
860,1.13e+18,26-05-2019 23:06,0,0,0,0,yr old you should b on social medium so you hang around n chat shit comedic or not you got ta get called out so stick to snapshot ye
861,1.13e+18,19-05-2019 17:34,3,1,1,1,why you have to go through like conformation screen in order to delete a message on snapshot i fucked up quick let me fucking fix it before they think i dumb
862,1.11e+18,13-03-2019 19:21,1,0,0,0,i logged out of everything hurry up and fix it grin
863,1.11e+18,19-03-2019 04:26,0,0,0,1,atuser hi face-on i have reported a bug month ago with whitehall report the bug is fixed but bounty decision still pending from so long time i have contacted so many time but no replyupdateits very disappointing
864,1.12e+18,25-04-2019 02:14,5,0,0,0,doing veto for day was the hardest thing i have ever done it was so hard and frustrating not being able to having my normal carb and sugar intake thank you to everyone who supported and watched my veto journey on snapshot
865,1.12e+18,02-05-2019 19:56,1,2,0,0,twitter is an alternative to face-on a is gab snapshot vero might not be anything a big but part of the reason company like face-on grow is because of action like these that target hate speech look at the apocalypse and how that affected couture
866,1.11e+18,27-03-2019 23:49,0,0,0,1,brush when is snapshot going to fix the camera quality for phone kiss i sick of this
867,1.11e+18,19-03-2019 18:45,6,0,0,0,my snapshot memory like to remind of all my bad hair decision
868,1.12e+18,18-04-2019 16:59,0,1,0,0,i missed you too i was so bored and sad not being able to talk to you my handwriting so bad on snapshot ops but i made another one url
869,1.11e+18,02-04-2019 19:21,0,0,0,1,hi i am still having this issue
870,1.1e+18,17-02-2019 21:36,3,1,0,0,i saw my snapshot memory and i was home at the podiatrist trying to fix the problem that i austin trying to fix a year later i havent played soccer in a year and i havent walked without a limp in month
871,1.12e+18,09-04-2019 23:11,0,0,0,0,teen who drove mph used snapshot in crash that killed friend is going to prison url
872,1.1e+18,15-02-2019 01:09,0,0,0,1,need assistance with instagram login user not found have reached out many time atuser please please help with this issue
873,1.1e+18,23-02-2019 16:45,0,0,0,1,atuser atuser atuser hello i believe i found a pretty nasty bug on the messenger application can you please guide me through the process of reporting a pretty nasty bug on the messenger application
874,1.13e+18,07-05-2019 13:32,0,0,0,0,atuser why do not you help your customer who is only source of income is through face-on ad i am a victim of face-on policy and i am so frustrated that i wanted to do suicide no one help your policy has lost the human touch every thing is s
875,1.11e+18,27-03-2019 22:27,0,0,0,0,rip dr hahn i can not believe your gone who am i going to put funny filter on snapshot on who going to make ya laugh when everyone is in a bad mood you will forever be missed love you
876,1.12e+18,01-05-2019 14:02,0,0,0,0,atuser what is the deal a friend from college just had a friend from college husband die at a young age and asked to have the page demoralized for their daughter to be able to look back a well a friend and family instead you freaking deleted his account bad for
877,1.11e+18,13-03-2019 18:47,0,0,0,1,atuser for how long will this technical problem last
878,1.13e+18,12-05-2019 01:11,0,0,0,0,too bad i do not have snapshot i would like to try it out
879,1.12e+18,27-04-2019 17:44,0,0,0,0,snapshot may require further verification to prove ownership of your account if suspicious activity is detected head over to url and select my account login i see an error message when i log in
880,1.11e+18,14-03-2019 00:10,0,0,0,1,come on now fix it
881,1.11e+18,13-03-2019 20:36,0,0,0,1,i am never layout from on my face-on account when i try open then getting error can not posting anything and comment on face-on now come on twitter congratulation face-on happy birthday but can not login
882,1.12e+18,09-04-2019 17:44,0,0,0,1,atuser i had log in previous day so always losing but i had log out face-on in my phone then not able to log in and not received code and top this issue is ago month and now same problem i am not able losing my face-on account please help me atuser
883,1.1e+18,20-02-2019 22:28,0,0,0,1,laugh my as off okay hope ya fix the symmetry of that ui a soon a possible why the hell couldnt i want complete edge display for k there no way ill be able to open my phone to tablet for direction more than of the timed demo
884,1.1e+18,11-02-2019 18:14,0,0,0,0,have you ever been on snapshot and you are about to take a pic w a filter but then you accidentally press the kiss button and you realize how bad you really look in real life laugh my as off just me
885,1.09e+18,01-02-2019 23:26,4,0,0,0,i follow this girl on snapshot because this girl trying to sell nude and this girl not working this girl get mad everyday and call people broke this girl quite entertaining
886,1.12e+18,18-04-2019 04:17,0,0,0,1,atuser sir account has been hacked and not openplease solve my problem here is the link url
887,1.11e+18,07-04-2019 01:54,0,0,0,0,brush your literally the kind of guy to post a black screen on snapshot and say i amin a bad mood do not text i serious only the real know
888,1.12e+18,14-04-2019 13:22,0,0,0,1,atuser is there a issue with whatsit and face-on messager having connection problem
889,1.11e+18,13-03-2019 20:35,0,0,0,0,first it was government shutdown which was horrible for many now it face-on shutdown i need to work face-on my business is on my business page of face-on
890,1.12e+18,04-05-2019 04:42,2,0,0,0,it is hard to believe all this trouble was just to see a girl go live on snapchatbut hey it is the world we live in today social medium love full video on my couture channel please subscribe available on all url
891,1.11e+18,13-03-2019 18:25,0,0,0,0,thank you face-on team i appreciate my husband has the same issue on my husband phone too i told my husband what happened to my face-on after i attempted my comment sending out few time
892,1.1e+18,04-03-2019 12:34,0,2,0,1,this is very unfortunate that atuser is not responding to my problem all the saved location are auto deleted from my phone after recent update what to do
893,1.13e+18,09-05-2019 12:34,2,0,1,0,i think its very well known amongst all of my friend that based off of who i am and the focus i have i already bad at testing laugh out loud now with that said i do my best to make contact with people your best bet is snapshot or a group message
894,1.12e+18,15-04-2019 15:33,3,1,0,0,this girl asked me why we fell out and i could not remember why but i just went to get snapshot and this girl posted the same exact snap to the same exact part of a song that i did yesterday so now i remember i cut the bitch off cause this girl want to be me so bad it is annoying a
895,1.1e+18,26-02-2019 10:59,0,2,0,1,atuser new samsungupdate have noticed atuser auto atuser issue stop working asking me to check location setting when phone enters lock screen how do i fix this url
896,1.11e+18,18-03-2019 13:12,2,0,0,1,atuser atuser i found one severe bug in your application a bug you really can not expect and i want to report one severe bug in your application where should i send the poc proof of concept
897,1.12e+18,18-04-2019 01:35,4,0,0,0,if your that miserable that you go to this extent to be sneaky snapshot or social medium in general int the issue you are the issue url
898,1.12e+18,09-04-2019 17:55,0,1,0,0,whenever i receive a snapshot video by a certain person a snapshot video always change immediately to a green screen i can see his story however and have no issue with other people atuser what can i do to fix this url
899,1.11e+18,13-03-2019 18:40,0,0,0,0,no problem i am only using twitter take it easy
900,1.13e+18,14-05-2019 12:57,0,0,0,0,snapshot just showed me memory from last year on today me and my sister were in houston my mom was on the road to recovery by this time we were hanging out outside with my mom at the rehabilitation center
901,1.11e+18,13-03-2019 22:07,0,0,0,1,can not unload photo can not approve or decline group member etc you folk got a real problem today
902,1.1e+18,25-02-2019 18:19,0,0,0,0,see if your social medium is boring or you are simply having a bad day please listen to me go follow atuser on snapshot and thank me later lifetime entertaining my dear friend deserves an award
903,1.13e+18,11-05-2019 16:51,0,0,0,0,snap is the number one platform used to indoctrinate our youth a known a our future they will not let it fail snapshot
904,1.11e+18,13-03-2019 21:01,0,0,0,1,atuser i can not send picture and it seems like i am not the only one with this issue
905,1.12e+18,03-05-2019 18:22,0,0,0,0,atuser help i have purchased song from goole play and need to email song a mp how do i do that my laptop broke so i do not have recording ability how can i convert the purchased into an mp from my samsung galaxy
906,1.12e+18,12-04-2019 16:29,0,0,0,1,atuser hey why do you slow down browser based usage on android phone is this to encourage people to use the aps instead i have tested this on two flagship phone on multiple network and notice the same problem
907,1.12e+18,15-04-2019 02:40,0,0,0,1,atuser fix your shit
908,1.13e+18,14-05-2019 02:39,0,0,0,0,snapshot trying to get all the guy who use that filter in trouble
909,1.13e+18,08-05-2019 15:12,0,0,0,1,atuser please fix your application i can not even scroll to the top of old message without the application crashing also my video always send in the wrong order or my video just do not send at all its really annoying
910,1.13e+18,22-05-2019 02:56,0,0,0,1,hello face-on i have trouble retrieving my account in the event of a breakthrough i am a chantal when we want to login to recover my account i do not have a link to attach my identity to make sure that my account is of course in jordan onlyplease fix the problem
911,1.11e+18,04-04-2019 22:17,2,0,1,0,you know thing are bad when you resort to watching life hack on snapshot for entertainment
912,1.13e+18,30-05-2019 11:42,0,0,0,0,another ridiculous obsession people should be elected for people qualification not people gender or popularity dint we learn anything trump atuser here is the problem with using the genderswap snapshot filter to make female president url via atuser
913,1.11e+18,19-03-2019 14:37,0,1,0,0,atuser hello i amin trouble i forget the face-on password when i goto press the forget password so the face-on password the face-on password give me a only email recovery unfortunately i do not the face-on password too but i know the the email address and phone number kindly plea
914,1.11e+18,21-03-2019 02:32,0,0,0,1,start by fixing your algorithm stop banning people for no damn reason
915,1.1e+18,18-02-2019 20:15,0,0,0,1,atuser have an urgent problem i cant chat with one of my friend neither of u blocked each otherplease help
916,1.13e+18,10-05-2019 20:27,47,0,14,0,this snapshot filter crazy i woke up to all my home a some bad bitch i see ya queen
917,1.1e+18,22-02-2019 06:12,4,0,1,0,i never really go out and do thing because i do not have people to hang out with i live vicariously through watching other people snapshot and instagram story laugh out loud
918,1.13e+18,11-05-2019 19:19,7,0,0,0,the snapshot filter make me look like one of aj soprano is most horrible friend and no i do not want to talk about the snapshot filter
919,1.11e+18,05-04-2019 14:41,1,0,0,0,if your gon na post on snapshot to purposefully stir people up but scream about being mature and not a bad person then you need to re-evaluate your life either own it or grow up
920,1.11e+18,14-03-2019 00:13,1,0,0,1,it is pm chicago time still no face-on i missed montfort is sentence it is your fault fix this
921,1.11e+18,13-03-2019 23:03,0,0,0,1,atuser any time-line for a fix with face-on
922,1.1e+18,01-03-2019 20:30,3,0,0,0,i feel bad for makeup artist who do celebrity make up like those celebrity do not sit still at all those celebrity be takin snapshot video and moving everywhere while the artist just trying to do those celebrity job
923,1.1e+18,12-02-2019 19:06,0,0,0,1,atuser hello i have got a problem a problem not letting me send streak even though i am connected to the internet please help
924,1.13e+18,24-05-2019 01:39,0,0,0,0,atuser i believe i have been hacked again my setting are extremely private yet my share and post keep getting hacked and you keep restricting me how do we fix this this is a security issue on your side
925,1.1e+18,06-03-2019 21:41,0,0,0,1,is snapshot broken or are people constantly typing out message to me and not sending people
926,1.11e+18,13-03-2019 22:10,0,0,0,1,atuser can ya hurry up and please fix the issue
927,1.1e+18,05-03-2019 19:35,0,0,0,1,never really understood snapshot and its hype because its ui was so bad its never made sense to me
928,1.13e+18,30-05-2019 12:36,0,0,0,0,atuser atuser atuser the doctored pylorus video is still on your site verified a deceptive why are not you taking it down to fail to do so mean you have no credibility url
929,1.13e+18,15-05-2019 13:55,1,0,0,1,the boy filter and girl filter on snapshot seem to be broken url
930,1.1e+18,12-02-2019 00:28,0,0,0,0,from kiosk to premium snapshot to bad drive thru experience we can not stand it all icanotstandit atuser
931,1.12e+18,09-04-2019 15:22,1,2,1,1,atuser please fix whatsit on phone s
932,1.11e+18,20-03-2019 20:24,1,1,0,0,atuser laugh out loud went through my snapshot and got load of vids but still had load left to get then realised i couldnt put load left to get then realised on twitter yet but enjoy florida dude and get me a sexy minion hope your plane doe crash and get eaten by lot of s
933,1.13e+18,15-05-2019 04:18,0,0,0,1,atuser seeing you have not responded to my face-on message sweet and direct message on twitter to fix the issue i am having i will be contacting the better business bureau first thing in the morning
934,1.11e+18,13-03-2019 23:15,0,0,0,1,while your doing that can please fix the face-on jail issue tired having my account blocked for day for not even posting anything
935,1.1e+18,05-03-2019 22:47,3,2,0,0,accidentally broke most of my snapshot streak and now i contemplating whether or not to end all of em or to add more
936,1.12e+18,15-04-2019 19:08,0,1,0,1,update are all done and switching from data to wife dint work its only snapshot its done this with tho so its got to be a snap issue not a phone issue
937,1.13e+18,23-05-2019 20:28,3,1,0,0,that gender filter on snapshot convinced me to never shave and that i bad
938,1.12e+18,14-04-2019 12:04,0,0,0,1,atuser atuser and atuser down due to technical issue url
939,1.1e+18,23-02-2019 22:04,0,1,0,1,now its saying service error whenever i request an email to change my password is there anything i can do
940,1.13e+18,12-05-2019 12:26,0,0,0,1,not on goole pixel on other android phone not on goole pixel is but goole made new camera api for android which will be easier to use than camera that will fix snapshot on android also android have better camera url
941,1.12e+18,29-04-2019 14:28,0,1,0,1,atuser how do i get helpsuport for my account i have posted in your forum and reported the issue and have gotten no response i still can not use aspect of my account for my job so id really love to get some help here
942,1.13e+18,21-05-2019 16:40,1,0,0,0,sending love and prayer to every person affected by that horrific night i remember not being able to get ticket and watching my friend snapshot seeing it all unfold on here was horrific i can not even imagine how you all cope love to you all every day
943,1.1e+18,17-02-2019 14:17,3,0,0,0,nothing annoys me more than people that snapshot their driving like yeah cute dashboard whats you are point do not forget to snapshot when you are in hospital after the car crash you caused kiss
944,1.13e+18,22-05-2019 01:54,0,0,0,0,i feel so bad i have been chatting with so many cool girl on instagram or snapshot these past year and they always want to make plan to hang out and i either cancel or reschedule on they every time
945,1.11e+18,02-04-2019 16:18,2,0,0,1,instead of making filter to fix our face our need a voice fix so we can actually sing in we vids atuser atuser like something to adjust we vocal so we do not sound like complete trash
946,1.1e+18,23-02-2019 05:58,0,0,0,1,atuser what did you do to my photo album call bob the builder if you have to but please fix this a soon a possible
947,1.12e+18,26-04-2019 00:47,0,1,0,1,atuser hi i got a problem involving someone taking video of me and sending video of me to others without my permission i asked him to delete it and him has not is there anything you can do
948,1.1e+18,15-02-2019 22:39,10,1,0,0,the snapshot he sent to donald when he was hanging with daisy
949,1.13e+18,12-05-2019 14:46,0,0,0,1,atuser look how old this is how is this still a problem with you face-on disabledacount url
950,1.11e+18,14-03-2019 05:08,0,0,0,1,some and uh thanks for the update hr agent been like this for me for day now hr ago you finally make a vaguest downplaying how many affected after day of this i have a business page and gap i can not post or respond to comment i am losing and
951,1.09e+18,02-02-2019 03:23,0,0,0,1,atuser site atuser crashed for user around the world user in north america were worst hit while india seemed to be on the safer side the web application showed a server error and the mobile application could not refresh the feed socialmediah
952,1.13e+18,08-05-2019 19:55,0,0,0,0,atuser why did you ban pop culture review site atuser from your platform could you please explain what part of your term of service they broke thousand of your user followed they and would really like to know
953,1.1e+18,19-02-2019 13:56,0,0,0,0,they had a porn blow on tumble and then snapshot but he been had trouble with the law because he made a video with her mom and her sister and posted a video and they sued he so the police been coming after he for everything since to get the police surprise he paint do this sooner he crazy laugh out loud
954,1.12e+18,22-04-2019 16:01,2,0,1,0,some would go out of some way to make you feel like your just exaggerating some be like oh its just snapshot so therefore your reaction need to be toned down its even worse when people do its without your knowledge its so frustrating
955,1.1e+18,01-03-2019 22:42,0,1,0,1,atuser atuser atuser can you please make to were i can be notified when my friend add to my friend story instead of just people that am subscribed to it is very frustrating please fix
956,1.12e+18,17-04-2019 06:29,0,0,0,0,atuser the travel card you sent me say i can change the pin at a atuser but the at the moment can not change the pin i then tried other mediate which actually do not exist in person but appear in goglemaps you need to fix your come to customer what a wa
957,1.1e+18,06-03-2019 00:57,0,0,0,0,do not try to figure me it from my social medium especially snapshot one minute i amway one minute i mad one minute i mood up one minute i single the next i ambrose then i imrich af and next thing you know i bored and then i ambush
958,1.09e+18,06-02-2019 22:22,0,0,0,1,atuser chrome os application ecosystem is a mess but the application service could fix the application service url via atuser
959,1.13e+18,10-05-2019 02:35,0,0,0,0,atuser monopoly over private data must be broken by effective regulation because of the way atuser monopoly over private data handle privacy and also because of the data atuser monopoly over private data hold today url
960,1.11e+18,04-04-2019 13:56,24,1,4,0,if you do not like me or think i have done you or someone you love with wrong stop subtweting on twitter sharing stuff on face-on or posting shit on snapshot and tell me ya try to talk down on people when people do not even know there a issue thats mad petty and mad disrespectful
961,1.12e+18,16-04-2019 03:53,1,0,0,0,almost put anyone want to hang out this week over a black screen on my snapshot story but i stronger than that so instead i adjust gon na sit inside by myself for the next day and disassociate from my empty existence bc i literally do not have any friend to be with
962,1.11e+18,13-03-2019 21:10,0,0,0,1,look at the server and the update instagram it recently made a automatic update on my phone and right after this got the problem it may not related to a do attack but an exploitation may be causing this problem fix it fast
963,1.11e+18,13-03-2019 23:39,0,1,0,10,please fix my disabled face-on
964,1.12e+18,12-04-2019 00:17,0,2,0,0,the problem is celebrity like herself use filter and get surgery and filler and then act like celebrity like herself age naturally take pic on snapshot obvious filter and act like its what they normally look like its misleading cause young people everywhere to have self esteem issue
965,1.1e+18,10-03-2019 18:14,0,0,0,0,fully embracing never bernie enough with the joyless old men who fail repeatedly to walk their talk we need a progressive in deed a well a word cue young bernie devotee with snapshot kitty ear telling me i am not an actual progressive bless their little heart url
966,1.09e+18,02-02-2019 15:14,0,0,0,1,atuser need help with a issue in photo application i accidentally clicked save to library icon in a shared album now it show all the photo of a shared album with my phone is photo library clicking again on that cloud butonicon doe nothing how to undo t
967,1.11e+18,13-03-2019 19:12,0,0,0,1,atuser fix your trashy application
968,1.12e+18,09-04-2019 19:06,0,0,0,1,please fix the camera setting for the galaxy s i want to take normal series not zoomed in one
969,1.11e+18,13-03-2019 21:47,0,0,0,1,is the error query a part of the problem
970,1.12e+18,04-05-2019 01:22,0,0,0,0,sc school investigates white student who posed with gun in snapshot post threatening to hang n former url
971,1.12e+18,10-04-2019 17:58,1,0,0,0,the real way to snap chat is to do this snap finger hey what is going on dude personsnaps finger not much you snap finger eh you know hanging around my place and playing syria same old same old personsnaps finger yeah
972,1.11e+18,04-04-2019 01:14,0,1,0,1,i feel like this problem is going to happen rarely where this problem doe not tell me of a notification even though i have notification turn on
973,1.11e+18,06-04-2019 05:23,0,0,0,1,atuser doe anybody know what this problem could be url
974,1.1e+18,08-03-2019 15:54,0,0,0,0,yet at the same time face-on doe not want stigma attached to it it doe not want shame and it want to be seen a cool or at least neutral so now that it doe kiss why and z the people who stayed can feel convinced face-on is really not that bad except it still is
975,1.13e+18,11-05-2019 01:05,0,0,0,0,i de prefer how it look to my current face but overall i dint like how that snapshot filter made me look i jut hoped i would look le like how i do right now i guess plus my hair sucked so bad
976,1.13e+18,13-05-2019 17:20,5,1,1,0,who else other than bad bunny logged back into snapshot this weekend to check out their insane new facefilters url
977,1.1e+18,01-03-2019 10:53,0,0,0,1,atuser should make reservation to help fix problem that people have with people account url
978,1.11e+18,04-04-2019 15:35,1,1,0,1,i just submitted a bug report for a recurring crash in the atuser alex application when listening to atuser while using atuser picture in picture i submitted a bug report for a recurring crash in the atuser alex application via atuser text to speech because a bug report for a recurring crash in the atuser alex application only happens when driving welcometothefuture thefutureisnowurl
979,1.12e+18,11-04-2019 15:10,0,0,0,1,there is no reason for it to be so dificultimposible when it is my verification in the first place and i have access to all other form of authentication other than an old phone number please dm with an answer to this problem
980,1.09e+18,08-02-2019 08:17,12,2,2,0,just driven through the most intense stormhailflod totally insane has to stop the car the car was deafening only got the calmer part of the car on my snapshot because it was too intense during the bad part sydneystorm
981,1.12e+18,18-04-2019 06:18,0,0,0,1,atuser showing up bug everytime i am trying to sign up from any browser giving an error about please enable you cooky from browser my cooky are already enabled having this issue from last day atuser
982,1.1e+18,13-02-2019 09:17,0,0,0,1,yeah i am still having an issue my streak has be refused to be returned so expect a lot of complaint
983,1.13e+18,18-05-2019 09:11,0,0,0,0,i locked out because of a glitch and all you tell me is to read a dumb as article
984,1.13e+18,30-05-2019 19:13,1,0,0,0,i lied to a tinder boy that i work today because i dint want to hang out and he saw me on the snapshot map chili at home op
985,1.12e+18,13-04-2019 19:49,0,0,0,1,that is nice but can you fix your site for once or is this tweet suggesting you are going to let face-on die
986,1.12e+18,04-05-2019 21:45,2,0,0,1,snapshot need to fix itself i attired of seeing the same story all day long itself jus keep repeating
987,1.11e+18,13-03-2019 17:45,0,0,0,1,atuser what is problem with face-on no post are posted
988,1.13e+18,18-05-2019 20:22,1,0,0,1,its snapshot bug with ip and the port of your networknothing to worry about
989,1.11e+18,16-03-2019 13:52,0,0,0,0,has anyone else had the problem where anyone else try to send anyone else so a pg on the brink of rated are picture on snapshot and realize you sent it to the wrong person yea thats my liferealy need to quit snapchating with no sleep last time my as ended up on my story
990,1.1e+18,14-02-2019 19:35,0,0,0,1,i am having trouble with the snapshot new update the profile do not work the new friend profile my phone is updated to the latest version of the system update and snapshot i have an phone plus url
991,1.12e+18,27-04-2019 16:54,4,0,0,0,snapshot memory never fail to put me in that take me back feeling
992,1.12e+18,17-04-2019 02:51,2,0,0,0,his friend was the one who randomly added me on snapshot and told me my boob were that big somehow got my number from the application decided to text me and harass me for nude and then after i told his to leave me alone still sent money so i do not even feel bad
993,1.11e+18,17-03-2019 13:00,0,0,0,1,atuser whats the point of having a reporting a problem system if you do not fix it or get back to me facebokisajoke
994,1.12e+18,01-05-2019 15:50,1,1,0,1,atuser if you guy do not update to fix the blurry zoomed atuser camera on phone xr i among freak beautygate
995,1.1e+18,27-02-2019 08:01,0,0,0,1,atuser some of the aps i download like true skate will download and attempt to install but will just show up a an icon with no symbol some work fine and some of the tweaked aps like the snapshot red overlay thing will not work at all it wil
996,1.1e+18,04-03-2019 21:06,0,0,0,1,please solve my problem i have been waiting for your number please send me your number a soon a possible
997,1.1e+18,20-02-2019 18:19,7,2,0,0,i text my mom my foot is broken just to mess with my mom and my mom been on face-on and snapshot and i still havent got a are you okay text
998,1.11e+18,13-03-2019 17:44,0,0,0,1,are you fixing face-on and instagram soon social medium marketer here
999,1.13e+18,26-05-2019 17:19,39,0,1,0,i have had my snapshot in my instal bio for year and i have a boyfriend my snapshot about being in a healthy relationship my snapshot about trust if having you are snap name in you are bio is a problem to you are partner than i have some news for you too url
1000,1.13e+18,13-05-2019 00:18,0,0,0,0,and if your a grown man paying some random chic for for a snapshot you deserve to be broke and getting no play because priority
1001,1.12e+18,02-05-2019 21:40,1,1,1,1,atuser atuser why is my best friend snapshot still broken it has been too many day and i among have to communicate with her over instagram if this int fixed our streak is about to be broken atuser
1002,1.13e+18,16-05-2019 14:59,0,0,0,1,atuser atuser atuser atuser i found another bug if anyone report any unpaved contact then the wrong message is being displayed with null rather than the number which is getting reported i have reported the same for blockunblock a well do te
1003,1.1e+18,05-03-2019 19:35,0,0,0,1,atuser the fact that you use facial recognition to tag someone without facial recognition permission and then make it impossible to untag facial recognition is incredibly shitty and incredibly dangerous your enabling predator stalker etc fix this fix this wrong and
1004,1.12e+18,03-05-2019 18:32,0,1,0,1,atuser hey i think there is a packet problem in your database a packet problem in your database doe seem to register when i view someone story please fix thank you
1005,1.1e+18,22-02-2019 07:48,4,0,0,0,what if snapshot still had the feature where you were able to see who someone is top best friend were laugh my as off some of ya would be in trouble
1006,1.13e+18,22-05-2019 13:51,0,2,0,1,jailbroken io device may fail to work with snapshot even if you have the official application if you have certain tweak installed certain tweak can compromise the security of your account learn more here url
1007,1.11e+18,13-03-2019 15:11,0,1,0,0,he now bad mouthing the scoot n skate white people place on snapshot he also just expressed hed like to shoot someone on this episode of snapped
1008,1.11e+18,26-03-2019 09:00,0,0,0,1,hello i have problem my account has been blocked i want to know why can you help me
1009,1.1e+18,17-02-2019 08:27,0,1,0,1,atuser i have old pst file from and outlook can not import these error message how to import these old pst outlook file
1010,1.13e+18,22-05-2019 15:27,4,0,0,0,bad quality because its from snapshot but how blessed am i to have such a happy gorgeous little boy url
1011,1.11e+18,14-03-2019 01:53,0,0,0,1,atuser are you fixing the issue with all of our picture disappearing when our go into our photo say no photo to show a few came back but no where near all of them
1012,1.1e+18,12-02-2019 23:11,0,0,0,0,i glad karen hunt is still allowed to play in the nfl really am exciting dude to watch and the girl from bristol sport snapshot mad about it at least it wasnt a bad a ray rice
1013,1.11e+18,14-03-2019 00:08,0,0,0,0,oh face-on you did it againbroke the internet
1014,1.11e+18,20-03-2019 11:14,4,0,1,0,some of today is renews a voted by you macro cost up to k dwaynejohnson criticised over tank witherington not happy over gameofthrones internationalspacestation infested snapshot failure instagram issue loveisland change more over at url
1015,1.1e+18,27-02-2019 16:50,0,1,0,0,psa to concert goer if you spend more time recording the concert for snapshot rather than being there in the moment you have a problem
1016,1.12e+18,15-04-2019 06:45,0,0,0,1,atuser anyone know if there is a problem with face-on there is a problem with face-on is stopped working on my pad and on my laptop my pad is welcoming me a if i have just joined strange
